CR03,CR05,CR06,CR08,CR09,CR10,CR15,CR20,CR25,CR30,CR35,CR40,CR45,CR50,CR54,CR58,CR63,CR67,CR71,CR75,CR79,CR84,CR88,CR90,CR91,CR93,CR94,metric,serial_number,supplier,part_number,measurement_date,measurement_time,piece_folder
,,,,,,,,,-0.408668,-0.399139,-0.376491,-0.392414,-0.314273,-0.523898,0.006360,-0.332172,-0.361658,-0.364888,,,-0.238391,0.013214,-0.020143,0.154918,,,tangent,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,-0.399781,-0.408892,-0.289601,-0.221615,-0.277841,-0.338161,-0.199536,-0.266832,-0.267984,,,,-0.217923,-0.165111,-0.019203,0.173967,,,tangent,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,-0.412934,-0.311883,-0.179647,-0.290668,-0.243246,-0.332409,-0.313734,-0.261403,,,,-0.246418,-0.074122,0.066470,0.182537,,,tangent,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,-0.431354,-0.389350,-0.306772,-0.348364,-0.332642,-0.259113,-0.350588,-0.479465,,,,-0.404315,0.014811,0.137147,0.142577,,,tangent,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,-0.397437,-0.427701,-0.420208,-0.392283,-0.130217,-0.220758,-0.341219,,,,-0.237148,-0.074950,-0.114581,0.135228,,,tangent,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,-0.398695,-0.345705,-0.410343,-0.527874,-0.116685,-0.281077,-0.314874,,,,-0.207483,-0.116773,0.030902,,,,tangent,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,-0.316105,-0.260923,-0.189034,-0.352332,-0.220621,-0.358066,-0.226311,,,,-0.281183,-0.070948,0.158855,,,,tangent,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,-0.178800,-0.296406,-0.273010,-0.289262,-0.370412,-0.462778,,,,-0.353516,0.062177,0.019108,,,,tangent,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,-0.359622,-0.497679,-0.373150,-0.337329,-0.144335,-0.357058,,,,-0.238422,-0.166409,0.005047,,,,tangent,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,-0.417403,-0.406655,-0.466910,-0.123432,-0.268123,,,,,,-0.091658,0.034611,,,,tangent,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,-0.371981,-0.345798,-0.533512,-0.107401,-0.436998,,,,,,-0.049983,,,,,tangent,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,,-0.228825,-0.362372,-0.332822,-0.352332,,,,,,0.004280,,,,,tangent,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,,-0.294344,-0.304756,-0.314684,-0.256067,,,,,,-0.143196,,,,,tangent,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,,-0.400456,-0.382176,-0.272079,-0.209583,,,,,,,,,,,tangent,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,,-0.396004,-0.433672,-0.193191,,,,,,,,,,,,tangent,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,,,-0.538197,-0.150071,,,,,,,,,,,,tangent,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,,,-0.375026,-0.286101,,,,,,,,,,,,tangent,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,,,-0.318001,-0.380378,,,,,,,,,,,,tangent,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,,,,-0.277188,,,,,,,,,,,,tangent,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.231534,-0.002072,0.043000,0.132784,0.186220,0.309466,0.462053,0.536375,0.663003,0.769026,0.852715,0.900722,0.972162,0.928575,0.813178,0.530058,0.237777,0.045486,0.071589,0.201461,0.568985,0.851351,1.212065,1.347916,1.459679,1.525232,1.608390,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.196560,0.017674,0.083849,0.139719,0.189440,0.300695,0.456095,0.532261,0.647068,0.766488,0.853776,0.898329,0.974947,0.949940,0.815736,0.551436,0.253406,0.063058,0.045634,0.198709,0.566100,0.845428,1.201692,1.338821,1.462383,1.526802,1.607706,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.195240,-0.009749,0.033887,0.117731,0.173708,0.292304,0.481597,0.543447,0.648780,0.767956,0.858995,0.905530,0.969654,0.921163,0.789734,0.507651,0.220836,0.032545,0.061085,0.194203,0.567225,0.853210,1.211598,1.346421,1.463032,1.525480,1.606880,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.187890,-0.022467,0.047653,0.139239,0.170107,0.299166,0.446156,0.533439,0.647920,0.762383,0.850076,0.900188,0.969081,0.927572,0.812460,0.529333,0.238116,0.048758,0.084123,0.195207,0.566977,0.851222,1.212140,1.340895,1.461074,1.524518,1.606286,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.187460,-0.009923,0.114349,0.119086,0.181496,0.297834,0.454735,0.528964,0.639438,0.770426,0.845394,0.871190,0.960729,0.937880,0.806422,0.552239,0.237865,0.054121,0.067008,0.200654,0.566468,0.848309,1.211422,1.345420,1.458405,1.525481,1.607330,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.214484,0.014456,0.060151,0.123385,0.170565,0.288562,0.456634,0.524518,0.641661,0.754662,0.841946,0.928645,1.047544,1.000631,0.843419,0.588155,0.278052,0.075516,0.064789,0.199421,0.566506,0.848737,1.184403,1.329636,1.462797,1.527604,1.605988,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.177661,-0.028470,0.020918,0.107721,0.175166,0.311915,0.446084,0.542954,0.632352,0.755141,0.828861,0.949487,1.028269,0.939066,0.843734,0.549861,0.247466,0.048411,0.061330,0.197420,0.566940,0.853226,1.211423,1.343825,1.462351,1.525686,1.607385,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.175807,-0.034822,0.026247,0.109934,0.159851,0.281658,0.447863,0.514919,0.639199,0.750108,0.844680,0.902816,0.964527,0.908627,0.795492,0.500242,0.224029,0.047099,0.065906,0.196568,0.567575,0.851965,1.212037,1.343041,1.464430,1.524389,1.608209,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.180861,-0.017237,0.079235,0.108860,0.167477,0.287683,0.443774,0.517789,0.628675,0.745020,0.833251,0.889971,0.965005,0.923299,0.805048,0.526437,0.234553,0.046695,0.092224,0.201244,0.566818,0.847563,1.211621,1.347390,1.460068,1.525418,1.607868,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.179405,-0.013244,0.044651,0.105636,0.162973,0.276905,0.436853,0.523841,0.639150,0.747098,0.846881,0.881756,0.958235,0.940806,0.810310,0.565910,0.250953,0.067341,0.062187,0.203289,0.566876,0.850319,1.211313,1.343320,1.460855,1.525908,1.606161,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.166200,-0.048909,0.008605,0.106040,0.158892,0.274276,0.445519,0.515699,0.628403,0.743550,0.832559,0.917939,1.030986,0.985737,0.829107,0.565292,0.247921,0.050491,0.062664,0.198054,0.568277,0.858629,1.206335,1.336386,1.462926,1.526531,1.606497,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.165748,-0.048690,0.010393,0.095498,0.158370,0.283731,0.432227,0.517364,0.636270,0.748632,0.833342,0.926283,1.017923,0.938537,0.835115,0.540861,0.239522,0.048541,0.068561,0.199001,0.566640,0.849584,1.211658,1.348308,1.463218,1.525160,1.607082,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.181146,-0.029632,0.005663,0.097060,0.150731,0.270661,0.430679,0.503071,0.630335,0.739495,0.833980,0.898706,0.961978,0.900160,0.803310,0.517958,0.236601,0.050237,0.077657,0.199647,0.567282,0.851046,1.211603,1.347194,1.462686,1.525490,1.607222,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.163652,-0.035442,-0.001270,0.086426,0.157290,0.282031,0.448096,0.520113,0.633755,0.739860,0.828942,0.885262,0.961329,0.919946,0.791901,0.515899,0.227082,0.045767,0.074056,0.205179,0.567131,0.849337,1.211622,1.348009,1.459495,1.525217,1.607504,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.161090,-0.073243,-0.002899,0.097989,0.147744,0.268414,0.420287,0.501138,0.630905,0.732352,0.840448,0.889509,0.954618,0.939034,0.806139,0.567685,0.256498,0.077667,0.064065,0.199688,0.568435,0.858758,1.211682,1.348396,1.462047,1.525166,1.607934,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.158597,-0.057008,-0.006553,0.083717,0.151610,0.269300,0.423276,0.499887,0.627450,0.734541,0.823806,0.910847,1.015484,0.972178,0.831722,0.565383,0.248307,0.049507,0.059343,0.199968,0.567875,0.851409,1.211104,1.338396,1.463125,1.526383,1.608134,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.165293,-0.070509,-0.010331,0.095259,0.142764,0.267448,0.433179,0.507090,0.625148,0.730111,0.828976,0.920973,1.009416,0.935119,0.824157,0.526764,0.231201,0.050387,0.080086,0.200067,0.566932,0.849575,1.211511,1.347204,1.463547,1.525249,1.605988,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.146718,-0.061160,-0.017527,0.074850,0.140310,0.261355,0.414994,0.495869,0.622962,0.730032,0.817757,0.893157,0.959191,0.908724,0.805308,0.522670,0.237838,0.047359,0.075019,0.207101,0.567475,0.853095,1.211704,1.348910,1.462212,1.525260,1.607155,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.149229,-0.064759,-0.022094,0.081138,0.135107,0.270895,0.421323,0.493231,0.618033,0.729730,0.823391,0.877595,0.957575,0.914958,0.793004,0.516040,0.231576,0.056598,0.064456,0.200382,0.569058,0.854549,1.212007,1.347686,1.459787,1.525045,1.607146,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.142681,-0.072043,-0.022959,0.059383,0.131629,0.253713,0.398733,0.485407,0.615217,0.729522,0.823968,0.887438,0.950835,0.934688,0.809063,0.562794,0.259521,0.061161,0.066738,0.204199,0.567848,0.849138,1.211346,1.341364,1.462155,1.526760,1.607379,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.147110,-0.069854,-0.022042,0.076115,0.131409,0.252985,0.420772,0.491793,0.612364,0.731223,0.823369,0.902975,1.003971,0.960444,0.832119,0.561117,0.244498,0.049184,0.064279,0.199335,0.567852,0.851543,1.211160,1.340649,1.463238,1.525801,1.608932,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.135454,-0.071116,-0.021648,0.043548,0.116897,0.251393,0.420148,0.480541,0.608384,0.728051,0.823631,0.917189,1.002359,0.932509,0.813830,0.508654,0.221850,0.042801,0.085476,0.209530,0.567382,0.849341,1.211738,1.349993,1.463370,1.524255,1.608186,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.134691,-0.078557,-0.021630,0.065165,0.128951,0.247833,0.408301,0.470490,0.607168,0.728266,0.818259,0.888838,0.957193,0.911648,0.806133,0.519888,0.234342,0.052472,0.067747,0.202196,0.569409,0.855130,1.211861,1.349811,1.462175,1.525420,1.610130,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.131279,-0.074642,-0.024628,0.050776,0.120172,0.250140,0.413094,0.488232,0.605467,0.726625,0.816606,0.880315,0.954010,0.908411,0.803649,0.526875,0.240874,0.073012,0.060482,0.206269,0.568396,0.849842,1.211628,1.347718,1.460191,1.525529,1.605772,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.123143,-0.092972,-0.026532,0.049670,0.122914,0.240597,0.408828,0.476524,0.604391,0.722462,0.815645,0.883581,0.946747,0.929720,0.800779,0.553376,0.250348,0.049563,0.070024,0.200966,0.568002,0.849983,1.211301,1.340472,1.462768,1.526748,1.607575,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.127142,-0.082552,-0.028067,0.050928,0.114765,0.242292,0.409601,0.477393,0.590996,0.725402,0.812618,0.892039,0.995781,0.959134,0.807038,0.552881,0.238458,0.050336,0.081917,0.209865,0.567868,0.854340,1.211537,1.350421,1.463860,1.524993,1.607367,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.119708,-0.092944,-0.030852,0.034566,0.106677,0.234719,0.404914,0.445034,0.600115,0.719995,0.816925,0.909573,0.997764,0.927930,0.813961,0.516468,0.231366,0.045823,0.070575,0.203658,0.569451,0.847153,1.211727,1.349181,1.463111,1.525503,1.608437,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.123555,-0.091096,-0.034849,0.055379,0.108078,0.235067,0.407669,0.467706,0.587698,0.725421,0.810454,0.880404,0.955838,0.911248,0.802391,0.511372,0.228474,0.060925,0.067224,0.207606,0.568629,0.853945,1.211646,1.348304,1.461872,1.525246,1.607826,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.118108,-0.095342,-0.038401,0.056110,0.104095,0.234409,0.402495,0.465144,0.595620,0.715723,0.804458,0.879687,0.952145,0.899567,0.806565,0.532043,0.246048,0.059477,0.059413,0.201389,0.568947,0.850759,1.211668,1.348870,1.461266,1.525104,1.607740,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.109801,-0.100920,-0.044735,0.044560,0.081602,0.219396,0.390860,0.466990,0.595273,0.717073,0.806577,0.878225,0.944691,0.923127,0.792866,0.553560,0.243432,0.040948,0.078777,0.209192,0.567909,0.851890,1.211627,1.343130,1.463811,1.526192,1.607340,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.114499,-0.103364,-0.058746,0.036648,0.099846,0.199696,0.407462,0.471748,0.590923,0.711165,0.798977,0.893106,0.990103,0.953800,0.805523,0.540673,0.232553,0.051378,0.076939,0.205168,0.568503,0.853343,1.211398,1.345402,1.462967,1.525043,1.605086,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.109099,-0.093583,-0.047099,0.056479,0.100652,0.217629,0.394879,0.469320,0.587633,0.710649,0.810044,0.901506,0.991777,0.921273,0.814880,0.519917,0.235378,0.050244,0.061814,0.207603,0.570291,0.848904,1.211643,1.348823,1.463130,1.525215,1.609569,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.101924,-0.112048,-0.056456,0.044805,0.094301,0.227726,0.394615,0.471778,0.591220,0.712977,0.802000,0.868519,0.953421,0.909096,0.795439,0.499262,0.224872,0.057916,0.067798,0.204464,0.569767,0.854044,1.211797,1.352964,1.461632,1.524783,1.606200,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.100664,-0.126167,-0.081790,0.042064,0.092200,0.212996,0.376421,0.472345,0.585073,0.706209,0.805733,0.874904,0.950027,0.898124,0.804223,0.532237,0.251099,0.049732,0.070824,0.208340,0.568769,0.851516,1.211872,1.349833,1.463259,1.526913,1.609662,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
0.092365,-0.108063,-0.071047,0.029314,0.100754,0.180630,0.387223,0.473950,0.584655,0.711340,0.800130,0.870220,0.944243,0.918382,0.797430,0.565662,0.241883,0.047841,0.080967,0.207509,0.568953,0.854612,1.211607,1.348643,1.463375,1.525764,1.607385,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,-0.118093,-0.058734,0.038635,0.103052,0.214970,0.391657,0.468134,0.582505,0.709779,0.790696,0.891052,0.982398,0.950085,0.800994,0.525839,0.224547,0.047417,0.070363,0.208634,0.569816,0.849993,1.211662,1.349644,1.463244,1.524632,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,0.213217,0.386712,0.466053,0.585955,0.703858,0.799673,0.892599,0.986191,0.915468,0.812018,0.518517,0.233638,0.051445,0.061319,0.206542,0.569894,0.850661,1.211883,1.355142,1.463707,1.525471,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,0.387610,0.466727,0.578907,0.705045,0.796888,0.865996,0.960146,0.906773,0.792750,0.516728,0.236805,0.054181,0.070924,0.209511,0.568513,0.853326,1.211720,1.344363,1.463316,1.526227,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,0.386421,0.466384,0.577482,0.700857,0.800540,0.868563,0.956231,0.904928,0.802353,0.520733,0.242992,0.041962,0.085522,0.207853,0.569296,0.855065,1.211567,1.347049,1.462948,1.525211,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,0.382607,0.463948,0.576069,0.704072,0.792663,0.867850,0.954667,0.907046,0.798583,0.541970,0.224616,0.032294,0.070707,,0.570696,0.846295,1.211725,1.351032,1.463521,1.524604,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,0.461666,0.573834,0.699160,0.795061,0.885236,0.977953,0.945763,0.796446,0.528074,0.231830,0.045554,0.069253,,,0.853095,1.212026,1.350712,1.463314,1.526553,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,0.457853,0.573060,0.703906,0.793105,0.880502,0.984771,0.912213,0.809489,0.514621,0.231338,0.058827,0.067537,,,0.853652,1.211549,1.341871,1.463338,1.525576,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,0.567880,0.698345,0.794750,0.866833,0.961236,0.888445,0.797093,0.514571,0.240024,0.048788,0.075172,,,0.854454,1.211652,1.348436,1.464570,,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,0.570304,0.702112,0.802503,0.867660,0.949034,0.903307,0.788063,0.526372,0.235438,0.036958,0.079033,,,0.845157,1.211759,1.353546,1.462691,,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,0.695091,0.800248,0.865778,0.945488,0.909541,0.767521,0.546759,0.226209,0.044948,0.069765,,,0.853148,1.211865,1.346250,1.463316,,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,0.697288,0.800562,0.884203,0.972097,0.916193,0.792623,0.524989,0.233910,0.052052,,,,0.854058,1.211517,1.346292,1.463606,,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,0.802602,0.879478,0.978635,0.913851,0.805451,0.505716,0.228382,0.052551,,,,0.852791,1.211695,1.350112,1.463737,,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,0.800252,0.863051,0.958830,0.903315,0.793369,0.519854,0.224039,0.036015,,,,0.845774,1.211868,1.353264,1.463128,,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,0.861336,0.939990,0.890196,0.785309,0.533167,0.239340,0.046498,,,,0.853203,1.211693,1.342038,1.463017,,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,0.861069,0.952765,0.891998,0.766984,0.534345,0.232231,0.048496,,,,0.854522,1.211612,1.348526,,,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,0.878583,0.965973,0.932410,0.790708,0.525294,0.223158,0.055212,,,,0.851246,1.211701,1.354232,,,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,0.978767,0.912803,0.801429,0.519316,0.221703,0.037280,,,,0.848032,1.211960,1.348000,,,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,0.950597,0.876049,0.787895,0.515130,0.248347,0.045297,,,,0.853147,1.211515,1.347373,,,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,0.941595,0.892671,0.775223,0.533758,0.233758,,,,,,1.211661,1.348691,,,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,0.948671,0.903784,0.766222,0.535154,0.213855,,,,,,1.211742,,,,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,,0.925144,0.789351,0.515522,0.223833,,,,,,1.211848,,,,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,,0.913180,0.797138,0.517102,0.235179,,,,,,1.211560,,,,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,,0.893803,0.786675,0.520812,0.240657,,,,,,,,,,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,,0.894616,0.779715,0.527683,,,,,,,,,,,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,,,0.765589,0.531438,,,,,,,,,,,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,,,0.787641,0.519591,,,,,,,,,,,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,,,0.795348,0.511381,,,,,,,,,,,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
,,,,,,,,,,,,,,,0.520368,,,,,,,,,,,,chords,JE407542-N,MLX,362-850-019,20260205,034232,362_850_019_6F9_INT_PC_JE407542-N_05022026_034232_ARCHIVE
