           X               Y                Z                A                C
          0.007           1.184            0.000           -0.240            0.051
          0.057           1.175            0.000           -0.241            0.101
          0.107           1.166            0.000           -0.242            0.153
          0.158           1.157            0.000           -0.243            0.203
          0.208           1.148            0.000           -0.245            0.254
          0.258           1.140            0.000           -0.246            0.305
          0.309           1.131            0.000           -0.247            0.357
          0.360           1.122            0.000           -0.249            0.408
          0.411           1.114            0.000           -0.250            0.460
          0.462           1.106            0.000           -0.251            0.512
          0.513           1.098            0.000           -0.252            0.563
          0.563           1.090            0.000           -0.253            0.614
          0.613           1.083            0.000           -0.254            0.665
          0.664           1.075            0.000           -0.254            0.716
          0.715           1.068            0.000           -0.255            0.767
          0.766           1.061            0.000           -0.256            0.819
          0.817           1.054            0.000           -0.257            0.871
          0.869           1.047            0.000           -0.257            0.923
          0.920           1.041            0.000           -0.257            0.975
          0.972           1.035            0.000           -0.257            1.027
          1.024           1.029            0.000           -0.257            1.079
          1.076           1.024            0.000           -0.256            1.131
          1.127           1.019            0.000           -0.255            1.183
          1.179           1.014            0.000           -0.254            1.235
          1.230           1.010            0.000           -0.253            1.287
          1.282           1.006            0.000           -0.252            1.338
          1.333           1.002            0.000           -0.250            1.390
          1.385           0.999            0.000           -0.248            1.441
          1.436           0.995            0.000           -0.246            1.493
          1.487           0.992            0.000           -0.244            1.544
          1.538           0.989            0.000           -0.242            1.595
          1.590           0.987            0.000           -0.240            1.647
          1.641           0.984            0.000           -0.237            1.698
          1.693           0.982            0.000           -0.234            1.750
          1.744           0.981            0.000           -0.231            1.801
          1.796           0.979            0.000           -0.228            1.853
          1.848           0.978            0.000           -0.225            1.905
          1.899           0.977            0.000           -0.221            1.956
          1.951           0.977            0.000           -0.217            2.008
          2.002           0.977            0.000           -0.213            2.059
          2.052           0.977            0.000           -0.209            2.109
          2.103           0.977            0.000           -0.205            2.160
          2.153           0.977            0.000           -0.202            2.210
          2.203           0.977            0.000           -0.198            2.260
          2.253           0.978            0.000           -0.194            2.310
          2.304           0.978            0.000           -0.190            2.361
          2.354           0.978            0.000           -0.187            2.411
          2.405           0.979            0.000           -0.183            2.462
          2.455           0.980            0.000           -0.179            2.512
          2.505           0.981            0.000           -0.175            2.563
          2.556           0.982            0.000           -0.171            2.613
          2.606           0.983            0.000           -0.167            2.663
          2.656           0.984            0.000           -0.163            2.713
          2.706           0.985            0.000           -0.160            2.763
          2.756           0.986            0.000           -0.156            2.813
          2.805           0.987            0.000           -0.152            2.863
          2.855           0.988            0.000           -0.148            2.913
          2.905           0.989            0.000           -0.144            2.962
          2.955           0.990            0.000           -0.140            3.012
          3.004           0.990            0.000           -0.136            3.062
          3.054           0.991            0.000           -0.132            3.111
          3.104           0.991            0.000           -0.129            3.161
          3.154           0.992            0.000           -0.125            3.211
          3.204           0.992            0.000           -0.122            3.261
          3.253           0.992            0.000           -0.119            3.311
          3.303           0.993            0.000           -0.115            3.361
          3.353           0.993            0.000           -0.112            3.411
          3.403           0.993            0.000           -0.109            3.460
          3.453           0.993            0.000           -0.106            3.510
          3.503           0.993            0.000           -0.103            3.560
          3.553           0.993            0.000           -0.100            3.610
          3.603           0.992            0.000           -0.097            3.660
          3.653           0.992            0.000           -0.094            3.710
          3.703           0.992            0.000           -0.091            3.760
          3.752           0.991            0.000           -0.089            3.810
          3.802           0.991            0.000           -0.086            3.860
          3.852           0.990            0.000           -0.084            3.910
          3.902           0.989            0.000           -0.081            3.960
          3.952           0.989            0.000           -0.079            4.010
          4.003           0.988            0.000           -0.076            4.060
          4.053           0.988            0.000           -0.074            4.110
          4.103           0.987            0.000           -0.071            4.160
          4.153           0.987            0.000           -0.069            4.210
          4.203           0.986            0.000           -0.066            4.260
          4.253           0.985            0.000           -0.064            4.310
          4.303           0.985            0.000           -0.061            4.360
          4.353           0.984            0.000           -0.059            4.410
          4.403           0.983            0.000           -0.056            4.460
          4.453           0.982            0.000           -0.054            4.511
          4.503           0.982            0.000           -0.051            4.561
          4.553           0.981            0.000           -0.049            4.610
          4.603           0.980            0.000           -0.047            4.660
          4.653           0.979            0.000           -0.045            4.710
          4.703           0.978            0.000           -0.043            4.760
          4.753           0.976            0.000           -0.041            4.811
          4.803           0.975            0.000           -0.039            4.861
          4.853           0.974            0.000           -0.037            4.911
          4.903           0.973            0.000           -0.035            4.961
          4.953           0.971            0.000           -0.033            5.011
          5.003           0.970            0.000           -0.032            5.061
          5.053           0.969            0.000           -0.030            5.111
          5.104           0.967            0.000           -0.028            5.161
          5.154           0.965            0.000           -0.027            5.211
          5.204           0.964            0.000           -0.025            5.261
          5.254           0.962            0.000           -0.024            5.311
          5.304           0.961            0.000           -0.022            5.362
          5.354           0.959            0.000           -0.021            5.412
          5.404           0.957            0.000           -0.019            5.462
          5.454           0.956            0.000           -0.018            5.512
          5.504           0.954            0.000           -0.017            5.562
          5.554           0.952            0.000           -0.015            5.612
          5.604           0.950            0.000           -0.014            5.662
          5.654           0.948            0.000           -0.013            5.712
          5.704           0.945            0.000           -0.013            5.762
          5.754           0.943            0.000           -0.012            5.812
          5.805           0.941            0.000           -0.011            5.863
          5.855           0.938            0.000           -0.010            5.913
          5.905           0.936            0.000           -0.009            5.963
          5.955           0.934            0.000           -0.009            6.013
          6.005           0.932            0.000           -0.008            6.063
          6.055           0.929            0.000           -0.007            6.113
          6.105           0.927            0.000           -0.007            6.163
          6.155           0.924            0.000           -0.006            6.213
          6.205           0.921            0.000           -0.006            6.264
          6.255           0.918            0.000           -0.006            6.314
          6.305           0.915            0.000           -0.006            6.364
