           X               Y                Z                A                C
          0.016           1.350            0.000            0.058            0.000
          0.064           1.337            0.000            0.051            0.050
          0.112           1.324            0.000            0.045            0.100
          0.160           1.311            0.000            0.039            0.149
          0.208           1.299            0.000            0.033            0.199
          0.256           1.288            0.000            0.027            0.249
          0.305           1.277            0.000            0.022            0.298
          0.353           1.267            0.000            0.016            0.348
          0.402           1.257            0.000            0.011            0.398
          0.451           1.247            0.000            0.006            0.448
          0.500           1.237            0.000            0.001            0.498
          0.549           1.228            0.000           -0.005            0.548
          0.598           1.219            0.000           -0.011            0.597
          0.647           1.209            0.000           -0.017            0.647
          0.696           1.199            0.000           -0.023            0.697
          0.744           1.190            0.000           -0.030            0.747
          0.793           1.180            0.000           -0.037            0.796
          0.843           1.172            0.000           -0.043            0.847
          0.892           1.163            0.000           -0.049            0.897
          0.942           1.155            0.000           -0.054            0.947
          0.992           1.148            0.000           -0.059            0.998
          1.043           1.142            0.000           -0.063            1.049
          1.093           1.136            0.000           -0.067            1.099
          1.143           1.130            0.000           -0.070            1.150
          1.193           1.126            0.000           -0.073            1.200
          1.243           1.121            0.000           -0.075            1.250
          1.293           1.116            0.000           -0.078            1.300
          1.342           1.111            0.000           -0.080            1.350
          1.392           1.106            0.000           -0.083            1.400
          1.442           1.101            0.000           -0.085            1.450
          1.492           1.097            0.000           -0.088            1.501
          1.543           1.092            0.000           -0.090            1.551
          1.593           1.088            0.000           -0.092            1.602
          1.644           1.084            0.000           -0.093            1.653
          1.695           1.081            0.000           -0.094            1.704
          1.746           1.078            0.000           -0.094            1.755
          1.797           1.076            0.000           -0.094            1.806
          1.848           1.075            0.000           -0.093            1.857
          1.899           1.074            0.000           -0.092            1.908
          1.950           1.073            0.000           -0.090            1.959
          1.999           1.073            0.000           -0.088            2.009
          2.049           1.072            0.000           -0.087            2.058
          2.098           1.070            0.000           -0.086            2.107
          2.147           1.069            0.000           -0.086            2.156
          2.196           1.066            0.000           -0.086            2.205
          2.246           1.063            0.000           -0.086            2.255
          2.296           1.061            0.000           -0.087            2.305
          2.347           1.058            0.000           -0.087            2.356
          2.397           1.056            0.000           -0.087            2.407
          2.448           1.054            0.000           -0.086            2.458
          2.499           1.053            0.000           -0.085            2.508
          2.550           1.052            0.000           -0.084            2.559
          2.600           1.052            0.000           -0.082            2.610
          2.651           1.051            0.000           -0.080            2.660
          2.701           1.051            0.000           -0.078            2.710
          2.751           1.052            0.000           -0.076            2.760
          2.800           1.051            0.000           -0.074            2.810
          2.849           1.050            0.000           -0.072            2.858
          2.898           1.049            0.000           -0.072            2.907
          2.947           1.046            0.000           -0.072            2.957
          2.997           1.044            0.000           -0.073            3.006
          3.047           1.041            0.000           -0.073            3.056
          3.097           1.038            0.000           -0.074            3.107
          3.147           1.036            0.000           -0.074            3.157
          3.198           1.033            0.000           -0.074            3.208
          3.248           1.031            0.000           -0.074            3.258
          3.299           1.030            0.000           -0.073            3.309
          3.350           1.029            0.000           -0.072            3.360
          3.400           1.028            0.000           -0.070            3.410
          3.451           1.028            0.000           -0.069            3.461
          3.501           1.028            0.000           -0.066            3.511
          3.551           1.028            0.000           -0.064            3.561
          3.601           1.028            0.000           -0.062            3.611
          3.650           1.027            0.000           -0.060            3.660
          3.699           1.026            0.000           -0.059            3.709
          3.749           1.025            0.000           -0.059            3.759
          3.798           1.023            0.000           -0.059            3.808
          3.848           1.020            0.000           -0.059            3.858
          3.898           1.017            0.000           -0.060            3.908
          3.948           1.015            0.000           -0.060            3.959
          3.999           1.013            0.000           -0.060            4.009
          4.049           1.011            0.000           -0.059            4.060
          4.100           1.010            0.000           -0.059            4.110
          4.150           1.009            0.000           -0.057            4.161
          4.201           1.009            0.000           -0.056            4.211
