           X               Y                Z                A                C
          0.097           1.477            0.000           -0.024            0.050
          0.147           1.471            0.000           -0.026            0.101
          0.197           1.465            0.000           -0.027            0.151
          0.247           1.460            0.000           -0.028            0.201
          0.297           1.455            0.000           -0.030            0.252
          0.347           1.450            0.000           -0.031            0.302
          0.397           1.445            0.000           -0.032            0.352
          0.447           1.440            0.000           -0.032            0.403
          0.497           1.436            0.000           -0.033            0.453
          0.548           1.432            0.000           -0.034            0.503
          0.598           1.428            0.000           -0.034            0.554
          0.648           1.425            0.000           -0.034            0.604
          0.698           1.422            0.000           -0.034            0.654
          0.748           1.419            0.000           -0.034            0.704
          0.799           1.416            0.000           -0.034            0.755
          0.849           1.414            0.000           -0.033            0.805
          0.899           1.412            0.000           -0.033            0.855
          0.949           1.410            0.000           -0.032            0.905
          0.999           1.408            0.000           -0.032            0.955
          1.049           1.406            0.000           -0.031            1.006
          1.100           1.404            0.000           -0.030            1.056
          1.150           1.403            0.000           -0.029            1.106
          1.200           1.402            0.000           -0.028            1.156
          1.250           1.401            0.000           -0.026            1.206
          1.300           1.400            0.000           -0.025            1.256
          1.350           1.399            0.000           -0.023            1.307
          1.400           1.399            0.000           -0.022            1.357
          1.450           1.398            0.000           -0.021            1.407
          1.500           1.397            0.000           -0.020            1.457
          1.550           1.397            0.000           -0.018            1.507
          1.600           1.396            0.000           -0.017            1.557
          1.650           1.395            0.000           -0.016            1.607
          1.700           1.395            0.000           -0.015            1.657
          1.750           1.394            0.000           -0.014            1.707
          1.800           1.394            0.000           -0.013            1.757
          1.850           1.393            0.000           -0.012            1.807
          1.900           1.392            0.000           -0.011            1.857
          1.951           1.392            0.000           -0.010            1.907
          2.001           1.391            0.000           -0.009            1.957
          2.051           1.390            0.000           -0.009            2.007
          2.101           1.389            0.000           -0.008            2.057
          2.151           1.388            0.000           -0.008            2.107
          2.201           1.387            0.000           -0.008            2.157
          2.251           1.386            0.000           -0.008            2.207
          2.301           1.385            0.000           -0.008            2.257
          2.351           1.384            0.000           -0.008            2.307
          2.401           1.383            0.000           -0.007            2.357
          2.451           1.382            0.000           -0.007            2.407
          2.501           1.381            0.000           -0.007            2.457
          2.551           1.380            0.000           -0.007            2.507
          2.601           1.378            0.000           -0.007            2.557
          2.651           1.377            0.000           -0.007            2.607
          2.701           1.376            0.000           -0.008            2.657
          2.751           1.374            0.000           -0.008            2.707
          2.801           1.372            0.000           -0.008            2.757
          2.851           1.371            0.000           -0.009            2.807
          2.901           1.369            0.000           -0.009            2.857
          2.951           1.368            0.000           -0.009            2.907
          3.001           1.366            0.000           -0.009            2.957
          3.051           1.365            0.000           -0.010            3.008
          3.101           1.364            0.000           -0.010            3.058
          3.151           1.362            0.000           -0.010            3.108
          3.201           1.361            0.000           -0.010            3.158
          3.251           1.359            0.000           -0.011            3.208
          3.301           1.357            0.000           -0.011            3.258
          3.351           1.355            0.000           -0.012            3.308
          3.401           1.353            0.000           -0.013            3.358
          3.451           1.351            0.000           -0.013            3.408
          3.501           1.349            0.000           -0.014            3.458
          3.551           1.347            0.000           -0.015            3.508
          3.601           1.345            0.000           -0.015            3.558
          3.651           1.343            0.000           -0.016            3.608
          3.701           1.341            0.000           -0.017            3.658
          3.751           1.339            0.000           -0.017            3.708
          3.801           1.337            0.000           -0.018            3.758
          3.851           1.335            0.000           -0.019            3.808
          3.901           1.333            0.000           -0.019            3.858
          3.951           1.332            0.000           -0.020            3.908
          4.001           1.330            0.000           -0.021            3.958
          4.051           1.328            0.000           -0.021            4.008
          4.101           1.326            0.000           -0.022            4.058
          4.151           1.324            0.000           -0.022            4.108
          4.201           1.322            0.000           -0.023            4.158
          4.251           1.320            0.000           -0.024            4.208
          4.301           1.318            0.000           -0.024            4.258
          4.351           1.316            0.000           -0.024            4.308
          4.401           1.315            0.000           -0.025            4.358
          4.451           1.313            0.000           -0.025            4.408
          4.501           1.311            0.000           -0.025            4.458
          4.551           1.310            0.000           -0.026            4.508
          4.601           1.308            0.000           -0.026            4.558
          4.651           1.306            0.000           -0.026            4.608
          4.701           1.305            0.000           -0.027            4.658
          4.751           1.303            0.000           -0.027            4.709
          4.801           1.301            0.000           -0.028            4.759
          4.851           1.299            0.000           -0.028            4.809
          4.901           1.298            0.000           -0.028            4.859
          4.951           1.296            0.000           -0.028            4.909
          5.001           1.295            0.000           -0.028            4.959
          5.051           1.293            0.000           -0.028            5.009
          5.101           1.292            0.000           -0.028            5.059
          5.151           1.291            0.000           -0.028            5.109
          5.201           1.290            0.000           -0.028            5.159
          5.251           1.289            0.000           -0.027            5.209
          5.301           1.288            0.000           -0.027            5.259
          5.351           1.287            0.000           -0.027            5.309
          5.401           1.286            0.000           -0.026            5.359
          5.451           1.284            0.000           -0.026            5.409
          5.501           1.283            0.000           -0.026            5.459
          5.551           1.282            0.000           -0.026            5.509
          5.601           1.280            0.000           -0.026            5.559
          5.651           1.279            0.000           -0.026            5.609
          5.701           1.278            0.000           -0.026            5.660
          5.751           1.277            0.000           -0.025            5.710
          5.802           1.276            0.000           -0.025            5.760
          5.852           1.275            0.000           -0.024            5.810
          5.902           1.275            0.000           -0.023            5.860
          5.952           1.274            0.000           -0.023            5.910
          6.001           1.273            0.000           -0.022            5.960
          6.051           1.271            0.000           -0.022            6.010
          6.101           1.270            0.000           -0.022            6.060
          6.151           1.268            0.000           -0.022            6.110
          6.201           1.267            0.000           -0.023            6.160
          6.251           1.265            0.000           -0.023            6.210
          6.302           1.264            0.000           -0.022            6.260
          6.352           1.263            0.000           -0.022            6.310
          6.402           1.262            0.000           -0.022            6.360
          6.452           1.261            0.000           -0.021            6.410
          6.502           1.260            0.000           -0.021            6.460
          6.552           1.259            0.000           -0.020            6.510
          6.602           1.258            0.000           -0.020            6.560
          6.652           1.257            0.000           -0.020            6.610
          6.702           1.255            0.000           -0.019            6.660
          6.752           1.254            0.000           -0.019            6.710
          6.802           1.253            0.000           -0.019            6.760
          6.852           1.251            0.000           -0.019            6.810
          6.902           1.250            0.000           -0.019            6.860
          6.952           1.248            0.000           -0.019            6.910
          7.002           1.246            0.000           -0.020            6.960
          7.052           1.245            0.000           -0.020            7.010
          7.102           1.243            0.000           -0.020            7.061
          7.152           1.242            0.000           -0.019            7.111
          7.202           1.241            0.000           -0.019            7.161
          7.252           1.240            0.000           -0.018            7.211
          7.302           1.239            0.000           -0.018            7.261
          7.352           1.238            0.000           -0.017            7.311
          7.402           1.237            0.000           -0.017            7.361
          7.452           1.236            0.000           -0.017            7.411
          7.502           1.234            0.000           -0.017            7.461
          7.552           1.232            0.000           -0.017            7.511
          7.602           1.231            0.000           -0.017            7.561
          7.652           1.229            0.000           -0.018            7.611
          7.702           1.227            0.000           -0.018            7.661
          7.752           1.225            0.000           -0.018            7.711
          7.802           1.223            0.000           -0.019            7.761
          7.852           1.222            0.000           -0.018            7.811
          7.902           1.221            0.000           -0.018            7.861
          7.952           1.220            0.000           -0.018            7.911
          8.002           1.219            0.000           -0.017            7.961
          8.052           1.218            0.000           -0.017            8.011
          8.102           1.217            0.000           -0.016            8.061
          8.152           1.215            0.000           -0.016            8.111
          8.202           1.214            0.000           -0.016            8.161
          8.252           1.212            0.000           -0.016            8.211
          8.302           1.210            0.000           -0.017            8.261
          8.352           1.208            0.000           -0.017            8.311
          8.402           1.206            0.000           -0.018            8.361
          8.452           1.204            0.000           -0.018            8.412
          8.502           1.203            0.000           -0.018            8.462
          8.552           1.202            0.000           -0.018            8.512
          8.603           1.201            0.000           -0.017            8.562
          8.653           1.200            0.000           -0.016            8.612
          8.703           1.199            0.000           -0.016            8.662
          8.753           1.198            0.000           -0.015            8.712
          8.803           1.197            0.000           -0.015            8.762
          8.852           1.195            0.000           -0.015            8.812
          8.902           1.194            0.000           -0.015            8.862
          8.952           1.192            0.000           -0.015            8.912
          9.002           1.190            0.000           -0.015            8.962
          9.053           1.189            0.000           -0.015            9.012
          9.103           1.188            0.000           -0.015            9.062
          9.153           1.186            0.000           -0.015            9.112
