           X               Y                Z                A                C
          0.042           1.434            0.000            0.148            0.000
          0.090           1.420            0.000            0.141            0.049
          0.137           1.406            0.000            0.135            0.098
          0.184           1.393            0.000            0.128            0.147
          0.232           1.380            0.000            0.121            0.197
          0.279           1.368            0.000            0.114            0.246
          0.327           1.355            0.000            0.107            0.295
          0.375           1.343            0.000            0.100            0.344
          0.423           1.331            0.000            0.093            0.394
          0.470           1.320            0.000            0.086            0.443
          0.518           1.309            0.000            0.079            0.492
          0.566           1.298            0.000            0.072            0.541
          0.614           1.287            0.000            0.065            0.590
          0.663           1.277            0.000            0.058            0.640
          0.711           1.267            0.000            0.051            0.689
          0.759           1.257            0.000            0.044            0.738
          0.808           1.247            0.000            0.037            0.788
          0.856           1.238            0.000            0.031            0.837
          0.905           1.229            0.000            0.024            0.887
          0.954           1.221            0.000            0.018            0.936
          1.003           1.212            0.000            0.012            0.986
          1.052           1.205            0.000            0.006            1.036
          1.101           1.197            0.000            0.001            1.085
          1.150           1.190            0.000           -0.004            1.135
          1.200           1.183            0.000           -0.009            1.185
          1.249           1.177            0.000           -0.013            1.235
          1.299           1.171            0.000           -0.017            1.285
          1.348           1.165            0.000           -0.021            1.335
          1.398           1.159            0.000           -0.024            1.385
          1.448           1.154            0.000           -0.027            1.435
          1.498           1.148            0.000           -0.030            1.485
          1.548           1.144            0.000           -0.033            1.536
          1.598           1.139            0.000           -0.035            1.586
          1.648           1.135            0.000           -0.037            1.636
          1.698           1.131            0.000           -0.039            1.686
          1.748           1.127            0.000           -0.040            1.737
          1.798           1.123            0.000           -0.042            1.787
          1.848           1.120            0.000           -0.043            1.837
          1.899           1.117            0.000           -0.044            1.887
          1.949           1.114            0.000           -0.045            1.938
          1.999           1.111            0.000           -0.045            1.988
          2.049           1.108            0.000           -0.046            2.038
          2.099           1.106            0.000           -0.046            2.088
          2.149           1.103            0.000           -0.046            2.138
          2.199           1.101            0.000           -0.046            2.189
          2.249           1.099            0.000           -0.046            2.239
          2.300           1.096            0.000           -0.046            2.289
          2.350           1.094            0.000           -0.046            2.339
          2.400           1.092            0.000           -0.046            2.389
          2.450           1.091            0.000           -0.046            2.439
          2.500           1.089            0.000           -0.045            2.490
          2.550           1.087            0.000           -0.045            2.540
          2.600           1.086            0.000           -0.044            2.590
          2.650           1.084            0.000           -0.044            2.640
          2.700           1.082            0.000           -0.043            2.690
          2.750           1.080            0.000           -0.043            2.740
          2.800           1.079            0.000           -0.042            2.790
          2.851           1.077            0.000           -0.042            2.840
          2.901           1.075            0.000           -0.041            2.890
          2.951           1.074            0.000           -0.041            2.940
          3.001           1.072            0.000           -0.040            2.990
          3.051           1.070            0.000           -0.040            3.040
          3.101           1.069            0.000           -0.039            3.091
          3.151           1.067            0.000           -0.039            3.141
          3.201           1.066            0.000           -0.038            3.191
          3.251           1.064            0.000           -0.038            3.241
          3.301           1.063            0.000           -0.037            3.291
          3.351           1.061            0.000           -0.036            3.341
          3.401           1.060            0.000           -0.035            3.391
          3.451           1.059            0.000           -0.035            3.441
          3.501           1.057            0.000           -0.034            3.491
          3.551           1.056            0.000           -0.033            3.541
          3.601           1.054            0.000           -0.033            3.591
          3.651           1.053            0.000           -0.032            3.641
          3.701           1.051            0.000           -0.032            3.691
          3.751           1.050            0.000           -0.031            3.742
          3.802           1.048            0.000           -0.031            3.792
          3.852           1.046            0.000           -0.030            3.842
          3.902           1.045            0.000           -0.030            3.892
          3.952           1.043            0.000           -0.029            3.942
          4.002           1.042            0.000           -0.029            3.992
          4.052           1.040            0.000           -0.028            4.042
          4.102           1.039            0.000           -0.028            4.092
          4.152           1.037            0.000           -0.027            4.142
          4.202           1.036            0.000           -0.026            4.192
          4.252           1.035            0.000           -0.026            4.242
          4.302           1.033            0.000           -0.025            4.292
          4.352           1.032            0.000           -0.024            4.343
          4.402           1.031            0.000           -0.024            4.393
          4.452           1.029            0.000           -0.023            4.443
          4.502           1.028            0.000           -0.023            4.493
          4.552           1.026            0.000           -0.022            4.543
          4.602           1.025            0.000           -0.022            4.593
          4.652           1.023            0.000           -0.021            4.643
          4.702           1.021            0.000           -0.021            4.693
