           X               Y                Z                A                C
          0.038           1.037            0.000           -0.108            0.050
          0.089           1.032            0.000           -0.110            0.101
          0.139           1.026            0.000           -0.111            0.152
          0.190           1.021            0.000           -0.111            0.203
          0.240           1.017            0.000           -0.112            0.254
          0.291           1.013            0.000           -0.113            0.305
          0.342           1.009            0.000           -0.113            0.356
          0.393           1.005            0.000           -0.113            0.407
          0.443           1.002            0.000           -0.113            0.457
          0.494           0.999            0.000           -0.113            0.508
          0.544           0.996            0.000           -0.112            0.559
          0.595           0.993            0.000           -0.112            0.609
          0.645           0.991            0.000           -0.111            0.660
          0.696           0.989            0.000           -0.111            0.711
          0.747           0.987            0.000           -0.110            0.761
          0.797           0.986            0.000           -0.109            0.812
          0.848           0.985            0.000           -0.108            0.862
          0.898           0.983            0.000           -0.107            0.913
          0.949           0.983            0.000           -0.106            0.963
          0.999           0.982            0.000           -0.104            1.014
          1.050           0.981            0.000           -0.103            1.064
          1.100           0.981            0.000           -0.101            1.115
          1.150           0.981            0.000           -0.100            1.165
          1.201           0.981            0.000           -0.098            1.216
          1.251           0.981            0.000           -0.096            1.266
          1.302           0.982            0.000           -0.094            1.317
          1.352           0.983            0.000           -0.092            1.367
          1.402           0.984            0.000           -0.090            1.417
          1.452           0.985            0.000           -0.087            1.467
          1.502           0.986            0.000           -0.085            1.517
          1.552           0.986            0.000           -0.083            1.566
          1.602           0.987            0.000           -0.081            1.616
          1.652           0.988            0.000           -0.080            1.666
          1.702           0.988            0.000           -0.078            1.716
          1.752           0.989            0.000           -0.076            1.766
          1.802           0.989            0.000           -0.074            1.816
          1.852           0.990            0.000           -0.072            1.866
          1.902           0.991            0.000           -0.070            1.916
          1.952           0.991            0.000           -0.068            1.967
          2.002           0.992            0.000           -0.066            2.017
          2.052           0.993            0.000           -0.064            2.066
          2.102           0.994            0.000           -0.062            2.116
          2.152           0.994            0.000           -0.060            2.166
          2.202           0.995            0.000           -0.058            2.216
          2.252           0.995            0.000           -0.056            2.266
          2.301           0.996            0.000           -0.054            2.316
          2.351           0.996            0.000           -0.052            2.366
          2.401           0.997            0.000           -0.050            2.416
          2.451           0.997            0.000           -0.049            2.466
          2.501           0.997            0.000           -0.047            2.516
          2.551           0.998            0.000           -0.045            2.566
          2.601           0.998            0.000           -0.043            2.616
          2.651           0.998            0.000           -0.042            2.666
          2.701           0.999            0.000           -0.040            2.716
          2.751           0.999            0.000           -0.039            2.766
          2.801           0.999            0.000           -0.037            2.816
          2.851           0.999            0.000           -0.036            2.866
          2.901           0.999            0.000           -0.035            2.916
          2.951           0.999            0.000           -0.033            2.966
          3.001           0.999            0.000           -0.032            3.016
          3.051           0.999            0.000           -0.030            3.066
          3.101           0.999            0.000           -0.029            3.116
          3.151           0.998            0.000           -0.028            3.166
          3.201           0.998            0.000           -0.027            3.216
          3.251           0.997            0.000           -0.026            3.266
