           X               Y                Z                A                C
          0.087           1.650            0.000           -0.059            0.052
          0.138           1.639            0.000           -0.059            0.103
          0.188           1.629            0.000           -0.060            0.155
          0.239           1.619            0.000           -0.060            0.206
          0.289           1.609            0.000           -0.060            0.258
          0.340           1.600            0.000           -0.060            0.309
          0.390           1.592            0.000           -0.060            0.360
          0.440           1.583            0.000           -0.059            0.411
          0.491           1.575            0.000           -0.059            0.462
          0.541           1.566            0.000           -0.059            0.513
          0.591           1.558            0.000           -0.059            0.564
          0.642           1.551            0.000           -0.059            0.615
          0.693           1.544            0.000           -0.058            0.666
          0.744           1.537            0.000           -0.057            0.718
          0.794           1.531            0.000           -0.056            0.769
          0.845           1.526            0.000           -0.054            0.820
          0.896           1.521            0.000           -0.052            0.871
          0.947           1.516            0.000           -0.050            0.922
          0.997           1.512            0.000           -0.048            0.972
          1.047           1.508            0.000           -0.046            1.023
          1.097           1.504            0.000           -0.044            1.073
          1.147           1.500            0.000           -0.042            1.123
          1.198           1.496            0.000           -0.041            1.174
          1.248           1.492            0.000           -0.040            1.224
          1.298           1.488            0.000           -0.039            1.275
          1.349           1.485            0.000           -0.037            1.325
          1.400           1.482            0.000           -0.035            1.376
          1.450           1.480            0.000           -0.033            1.427
          1.500           1.478            0.000           -0.031            1.477
          1.551           1.477            0.000           -0.029            1.527
          1.601           1.476            0.000           -0.027            1.577
          1.651           1.475            0.000           -0.025            1.627
          1.701           1.473            0.000           -0.023            1.677
          1.751           1.471            0.000           -0.021            1.727
          1.801           1.470            0.000           -0.020            1.778
          1.851           1.468            0.000           -0.019            1.828
          1.901           1.466            0.000           -0.017            1.878
          1.951           1.465            0.000           -0.015            1.928
          2.001           1.464            0.000           -0.013            1.978
          2.052           1.463            0.000           -0.011            2.028
          2.102           1.463            0.000           -0.008            2.079
          2.152           1.463            0.000           -0.005            2.129
          2.202           1.463            0.000           -0.002            2.179
          2.252           1.462            0.000            0.000            2.229
          2.302           1.462            0.000            0.003            2.279
          2.352           1.460            0.000            0.005            2.329
          2.402           1.459            0.000            0.006            2.379
          2.452           1.457            0.000            0.008            2.429
          2.502           1.456            0.000            0.009            2.479
          2.552           1.454            0.000            0.011            2.529
          2.602           1.453            0.000            0.012            2.579
          2.653           1.452            0.000            0.015            2.629
          2.703           1.451            0.000            0.017            2.679
          2.753           1.451            0.000            0.019            2.729
          2.803           1.450            0.000            0.022            2.780
          2.853           1.450            0.000            0.024            2.830
          2.903           1.449            0.000            0.026            2.880
          2.953           1.447            0.000            0.028            2.930
          3.004           1.446            0.000            0.029            2.981
          3.054           1.443            0.000            0.030            3.031
          3.104           1.441            0.000            0.031            3.081
          3.154           1.439            0.000            0.032            3.131
          3.204           1.437            0.000            0.033            3.181
          3.254           1.436            0.000            0.035            3.231
          3.304           1.434            0.000            0.036            3.281
          3.354           1.433            0.000            0.038            3.331
          3.404           1.432            0.000            0.040            3.381
          3.454           1.431            0.000            0.042            3.431
          3.505           1.429            0.000            0.043            3.482
          3.555           1.427            0.000            0.044            3.532
          3.605           1.425            0.000            0.045            3.583
          3.656           1.422            0.000            0.045            3.633
          3.706           1.419            0.000            0.045            3.683
          3.756           1.417            0.000            0.046            3.733
          3.805           1.414            0.000            0.046            3.783
          3.855           1.412            0.000            0.047            3.833
          3.905           1.410            0.000            0.048            3.883
          3.955           1.408            0.000            0.049            3.933
          4.005           1.407            0.000            0.050            3.983
          4.055           1.405            0.000            0.052            4.033
          4.106           1.403            0.000            0.052            4.084
          4.156           1.400            0.000            0.053            4.134
          4.207           1.398            0.000            0.053            4.185
          4.257           1.395            0.000            0.053            4.235
          4.307           1.392            0.000            0.053            4.285
          4.357           1.389            0.000            0.053            4.335
          4.407           1.386            0.000            0.053            4.385
          4.457           1.383            0.000            0.053            4.435
          4.507           1.380            0.000            0.053            4.485
          4.557           1.377            0.000            0.053            4.535
          4.606           1.375            0.000            0.054            4.585
          4.656           1.373            0.000            0.055            4.635
          4.706           1.371            0.000            0.055            4.685
          4.757           1.368            0.000            0.056            4.735
          4.807           1.366            0.000            0.056            4.786
          4.857           1.363            0.000            0.057            4.836
          4.908           1.360            0.000            0.056            4.887
          4.958           1.357            0.000            0.056            4.937
          5.008           1.354            0.000            0.056            4.987
