           X               Y                Z                A                C
          0.028           1.382            0.000            0.135            0.000
          0.075           1.372            0.000            0.131            0.049
          0.124           1.363            0.000            0.127            0.098
          0.172           1.354            0.000            0.122            0.147
          0.220           1.346            0.000            0.118            0.196
          0.269           1.337            0.000            0.114            0.245
          0.318           1.330            0.000            0.110            0.295
          0.366           1.322            0.000            0.106            0.344
          0.415           1.314            0.000            0.102            0.394
          0.464           1.307            0.000            0.098            0.443
          0.513           1.300            0.000            0.093            0.493
          0.562           1.293            0.000            0.089            0.542
          0.611           1.286            0.000            0.084            0.592
          0.661           1.280            0.000            0.080            0.641
          0.710           1.274            0.000            0.075            0.691
          0.759           1.268            0.000            0.071            0.740
          0.808           1.262            0.000            0.067            0.790
          0.857           1.256            0.000            0.063            0.839
          0.906           1.251            0.000            0.059            0.888
          0.955           1.247            0.000            0.056            0.938
          1.004           1.242            0.000            0.054            0.987
          1.054           1.239            0.000            0.051            1.037
          1.103           1.235            0.000            0.049            1.086
          1.153           1.232            0.000            0.048            1.136
          1.203           1.229            0.000            0.047            1.186
          1.253           1.227            0.000            0.045            1.236
          1.302           1.224            0.000            0.044            1.286
          1.352           1.222            0.000            0.044            1.336
          1.402           1.219            0.000            0.043            1.386
          1.452           1.217            0.000            0.042            1.436
          1.502           1.215            0.000            0.042            1.485
          1.552           1.213            0.000            0.041            1.535
          1.601           1.212            0.000            0.041            1.585
          1.651           1.210            0.000            0.041            1.635
          1.701           1.209            0.000            0.042            1.685
          1.751           1.209            0.000            0.043            1.734
          1.801           1.208            0.000            0.044            1.784
          1.850           1.208            0.000            0.045            1.834
          1.900           1.208            0.000            0.047            1.884
          1.950           1.208            0.000            0.048            1.934
          2.000           1.208            0.000            0.050            1.984
          2.050           1.208            0.000            0.051            2.034
          2.100           1.208            0.000            0.053            2.084
          2.150           1.208            0.000            0.054            2.134
          2.200           1.208            0.000            0.056            2.184
          2.250           1.208            0.000            0.057            2.234
          2.300           1.208            0.000            0.059            2.284
          2.350           1.208            0.000            0.060            2.334
          2.401           1.208            0.000            0.061            2.384
          2.451           1.208            0.000            0.063            2.434
          2.501           1.207            0.000            0.064            2.484
          2.551           1.207            0.000            0.065            2.534
          2.601           1.207            0.000            0.067            2.584
          2.650           1.207            0.000            0.068            2.634
          2.700           1.207            0.000            0.070            2.684
          2.750           1.207            0.000            0.071            2.734
          2.800           1.207            0.000            0.073            2.784
          2.850           1.208            0.000            0.075            2.834
          2.900           1.208            0.000            0.076            2.884
          2.950           1.208            0.000            0.078            2.934
          3.001           1.208            0.000            0.079            2.984
          3.051           1.208            0.000            0.081            3.035
          3.101           1.207            0.000            0.082            3.085
          3.152           1.207            0.000            0.082            3.136
          3.202           1.206            0.000            0.083            3.186
          3.253           1.204            0.000            0.083            3.236
          3.303           1.203            0.000            0.083            3.287
          3.353           1.202            0.000            0.083            3.337
          3.403           1.200            0.000            0.084            3.386
          3.452           1.199            0.000            0.084            3.436
          3.502           1.198            0.000            0.084            3.486
          3.552           1.197            0.000            0.085            3.536
          3.602           1.197            0.000            0.086            3.585
          3.651           1.196            0.000            0.087            3.635
          3.702           1.196            0.000            0.087            3.685
          3.752           1.195            0.000            0.088            3.736
          3.802           1.194            0.000            0.089            3.786
          3.853           1.193            0.000            0.089            3.836
          3.903           1.192            0.000            0.090            3.887
          3.953           1.191            0.000            0.090            3.937
          4.003           1.189            0.000            0.090            3.987
          4.053           1.188            0.000            0.090            4.037
          4.103           1.186            0.000            0.090            4.087
          4.153           1.185            0.000            0.090            4.137
          4.203           1.184            0.000            0.090            4.187
          4.253           1.183            0.000            0.090            4.237
          4.303           1.181            0.000            0.090            4.287
          4.353           1.180            0.000            0.090            4.337
          4.403           1.178            0.000            0.091            4.387
          4.453           1.177            0.000            0.091            4.437
          4.502           1.176            0.000            0.091            4.486
          4.552           1.176            0.000            0.092            4.536
          4.602           1.175            0.000            0.093            4.586
          4.652           1.174            0.000            0.093            4.636
          4.703           1.173            0.000            0.094            4.687
          4.753           1.172            0.000            0.094            4.737
          4.804           1.171            0.000            0.094            4.788
          4.854           1.169            0.000            0.094            4.838
          4.904           1.168            0.000            0.094            4.888
          4.953           1.166            0.000            0.094            4.938
          5.003           1.165            0.000            0.094            4.987
          5.053           1.164            0.000            0.094            5.037
          5.103           1.162            0.000            0.094            5.087
          5.153           1.161            0.000            0.094            5.138
          5.204           1.159            0.000            0.094            5.188
          5.254           1.158            0.000            0.094            5.238
          5.303           1.157            0.000            0.094            5.288
          5.353           1.155            0.000            0.094            5.338
          5.403           1.154            0.000            0.094            5.387
          5.453           1.153            0.000            0.094            5.437
          5.503           1.152            0.000            0.095            5.487
          5.553           1.151            0.000            0.095            5.537
          5.603           1.150            0.000            0.095            5.587
          5.653           1.149            0.000            0.096            5.637
          5.703           1.147            0.000            0.096            5.688
          5.753           1.146            0.000            0.096            5.738
          5.803           1.145            0.000            0.096            5.788
          5.853           1.144            0.000            0.096            5.838
          5.903           1.142            0.000            0.096            5.888
          5.953           1.141            0.000            0.096            5.938
          6.003           1.140            0.000            0.097            5.988
          6.053           1.139            0.000            0.097            6.038
          6.104           1.138            0.000            0.097            6.088
          6.154           1.136            0.000            0.097            6.138
          6.204           1.135            0.000            0.097            6.188
          6.254           1.133            0.000            0.097            6.238
          6.303           1.132            0.000            0.097            6.288
          6.353           1.131            0.000            0.097            6.337
          6.402           1.130            0.000            0.098            6.387
          6.453           1.130            0.000            0.099            6.437
          6.503           1.129            0.000            0.099            6.488
          6.554           1.128            0.000            0.099            6.538
          6.604           1.126            0.000            0.099            6.589
          6.655           1.124            0.000            0.099            6.639
          6.705           1.123            0.000            0.098            6.689
          6.754           1.121            0.000            0.098            6.739
          6.804           1.119            0.000            0.097            6.789
          6.853           1.118            0.000            0.097            6.838
          6.903           1.117            0.000            0.097            6.888
          6.953           1.116            0.000            0.098            6.938
          7.003           1.115            0.000            0.098            6.987
          7.053           1.114            0.000            0.099            7.037
          7.103           1.113            0.000            0.099            7.088
          7.153           1.112            0.000            0.100            7.138
          7.203           1.111            0.000            0.100            7.188
          7.253           1.111            0.000            0.101            7.238
          7.302           1.110            0.000            0.101            7.287
          7.352           1.110            0.000            0.102            7.336
          7.401           1.109            0.000            0.103            7.386
          7.452           1.109            0.000            0.104            7.437
          7.503           1.109            0.000            0.105            7.488
          7.554           1.107            0.000            0.105            7.539
          7.605           1.106            0.000            0.105            7.590
          7.655           1.104            0.000            0.105            7.639
          7.704           1.103            0.000            0.105            7.688
          7.752           1.102            0.000            0.105            7.737
          7.802           1.102            0.000            0.106            7.787
          7.852           1.101            0.000            0.107            7.837
          7.903           1.101            0.000            0.108            7.888
          7.955           1.099            0.000            0.108            7.940
          8.006           1.097            0.000            0.107            7.991
          8.056           1.095            0.000            0.106            8.041
          8.105           1.093            0.000            0.105            8.090
          8.154           1.092            0.000            0.105            8.139
          8.203           1.091            0.000            0.105            8.188
          8.253           1.090            0.000            0.106            8.238
          8.304           1.089            0.000            0.106            8.289
