           X               Y                Z                A                C
          0.094           1.699            0.000           -0.026            0.051
          0.144           1.688            0.000           -0.026            0.103
          0.194           1.677            0.000           -0.027            0.154
          0.244           1.666            0.000           -0.027            0.205
          0.294           1.654            0.000           -0.028            0.256
          0.344           1.643            0.000           -0.030            0.307
          0.394           1.632            0.000           -0.031            0.358
          0.444           1.622            0.000           -0.032            0.409
          0.494           1.612            0.000           -0.032            0.461
          0.544           1.602            0.000           -0.033            0.512
          0.595           1.593            0.000           -0.033            0.563
          0.645           1.585            0.000           -0.032            0.614
          0.695           1.577            0.000           -0.032            0.665
          0.746           1.569            0.000           -0.031            0.716
          0.796           1.561            0.000           -0.030            0.767
          0.846           1.554            0.000           -0.030            0.817
          0.896           1.546            0.000           -0.030            0.868
          0.946           1.539            0.000           -0.029            0.919
          0.997           1.532            0.000           -0.029            0.969
          1.047           1.525            0.000           -0.028            1.020
          1.097           1.519            0.000           -0.027            1.071
          1.148           1.514            0.000           -0.026            1.122
          1.198           1.508            0.000           -0.024            1.172
          1.249           1.504            0.000           -0.023            1.223
          1.299           1.499            0.000           -0.021            1.273
          1.349           1.495            0.000           -0.019            1.324
          1.399           1.491            0.000           -0.017            1.374
          1.449           1.487            0.000           -0.015            1.425
          1.500           1.483            0.000           -0.014            1.475
          1.550           1.479            0.000           -0.013            1.525
          1.600           1.475            0.000           -0.011            1.575
          1.650           1.472            0.000           -0.010            1.626
          1.700           1.469            0.000           -0.009            1.676
          1.750           1.466            0.000           -0.007            1.726
          1.801           1.464            0.000           -0.006            1.776
          1.851           1.462            0.000           -0.004            1.827
          1.901           1.460            0.000           -0.002            1.877
          1.951           1.459            0.000           -0.001            1.927
          2.001           1.457            0.000            0.001            1.977
          2.051           1.455            0.000            0.002            2.027
          2.101           1.453            0.000            0.004            2.077
          2.151           1.451            0.000            0.005            2.127
          2.201           1.449            0.000            0.006            2.177
          2.251           1.447            0.000            0.008            2.228
          2.301           1.445            0.000            0.009            2.278
          2.351           1.444            0.000            0.011            2.328
          2.401           1.442            0.000            0.013            2.378
          2.451           1.441            0.000            0.015            2.428
          2.501           1.440            0.000            0.017            2.478
          2.552           1.439            0.000            0.019            2.528
          2.602           1.438            0.000            0.022            2.578
          2.652           1.436            0.000            0.024            2.628
          2.702           1.435            0.000            0.026            2.678
          2.752           1.434            0.000            0.027            2.728
          2.802           1.432            0.000            0.029            2.779
          2.852           1.430            0.000            0.031            2.829
          2.902           1.429            0.000            0.033            2.879
          2.952           1.427            0.000            0.034            2.929
          3.002           1.426            0.000            0.036            2.979
          3.053           1.424            0.000            0.038            3.029
          3.103           1.422            0.000            0.039            3.079
          3.153           1.421            0.000            0.041            3.129
          3.203           1.419            0.000            0.042            3.180
          3.253           1.417            0.000            0.044            3.230
          3.303           1.415            0.000            0.045            3.280
          3.353           1.414            0.000            0.047            3.330
          3.403           1.412            0.000            0.048            3.380
          3.453           1.410            0.000            0.050            3.430
          3.503           1.408            0.000            0.051            3.480
          3.554           1.406            0.000            0.052            3.530
          3.604           1.404            0.000            0.054            3.581
          3.654           1.402            0.000            0.055            3.631
          3.704           1.400            0.000            0.056            3.681
          3.754           1.398            0.000            0.057            3.731
          3.804           1.395            0.000            0.057            3.782
          3.855           1.393            0.000            0.058            3.832
          3.905           1.390            0.000            0.059            3.882
          3.955           1.388            0.000            0.059            3.932
          4.005           1.385            0.000            0.060            3.982
          4.055           1.383            0.000            0.061            4.032
          4.105           1.380            0.000            0.062            4.082
          4.155           1.378            0.000            0.062            4.132
          4.205           1.376            0.000            0.063            4.183
          4.255           1.373            0.000            0.064            4.233
          4.305           1.370            0.000            0.064            4.283
          4.355           1.368            0.000            0.065            4.333
          4.406           1.365            0.000            0.065            4.384
          4.456           1.362            0.000            0.065            4.434
          4.506           1.359            0.000            0.065            4.484
          4.556           1.356            0.000            0.065            4.534
          4.606           1.353            0.000            0.066            4.584
          4.656           1.350            0.000            0.066            4.634
          4.706           1.347            0.000            0.066            4.684
          4.756           1.344            0.000            0.066            4.734
          4.806           1.342            0.000            0.067            4.784
          4.856           1.339            0.000            0.067            4.834
          4.906           1.336            0.000            0.067            4.884
          4.956           1.334            0.000            0.068            4.934
          5.006           1.331            0.000            0.068            4.985
          5.056           1.328            0.000            0.069            5.035
          5.106           1.326            0.000            0.069            5.085
          5.156           1.323            0.000            0.069            5.135
          5.206           1.320            0.000            0.069            5.186
          5.256           1.317            0.000            0.069            5.236
          5.306           1.314            0.000            0.069            5.286
          5.356           1.311            0.000            0.069            5.336
          5.406           1.308            0.000            0.070            5.386
          5.456           1.306            0.000            0.070            5.436
          5.506           1.303            0.000            0.070            5.486
          5.556           1.301            0.000            0.071            5.536
          5.606           1.298            0.000            0.071            5.586
          5.656           1.296            0.000            0.072            5.636
          5.706           1.293            0.000            0.072            5.686
          5.757           1.290            0.000            0.072            5.737
          5.807           1.287            0.000            0.072            5.787
          5.857           1.284            0.000            0.072            5.837
          5.907           1.281            0.000            0.072            5.887
          5.957           1.278            0.000            0.072            5.937
          6.007           1.275            0.000            0.072            5.987
          6.057           1.272            0.000            0.072            6.037
          6.107           1.270            0.000            0.072            6.087
          6.157           1.267            0.000            0.073            6.137
          6.207           1.264            0.000            0.073            6.188
          6.257           1.261            0.000            0.073            6.238
          6.307           1.258            0.000            0.073            6.288
          6.357           1.255            0.000            0.073            6.338
          6.407           1.252            0.000            0.073            6.388
          6.457           1.249            0.000            0.072            6.438
          6.507           1.247            0.000            0.072            6.488
          6.557           1.244            0.000            0.072            6.538
          6.607           1.241            0.000            0.073            6.588
          6.657           1.238            0.000            0.073            6.638
          6.707           1.235            0.000            0.073            6.689
          6.757           1.233            0.000            0.073            6.739
          6.807           1.230            0.000            0.073            6.789
          6.857           1.227            0.000            0.073            6.839
          6.907           1.224            0.000            0.073            6.889
          6.957           1.222            0.000            0.073            6.939
          7.007           1.219            0.000            0.073            6.989
          7.057           1.217            0.000            0.074            7.039
          7.107           1.214            0.000            0.074            7.089
          7.157           1.211            0.000            0.074            7.139
          7.207           1.209            0.000            0.074            7.190
          7.258           1.206            0.000            0.074            7.240
          7.308           1.202            0.000            0.073            7.290
          7.358           1.199            0.000            0.073            7.340
          7.408           1.196            0.000            0.073            7.390
          7.457           1.193            0.000            0.072            7.440
          7.507           1.190            0.000            0.072            7.490
          7.557           1.188            0.000            0.072            7.540
          7.607           1.185            0.000            0.072            7.590
          7.657           1.183            0.000            0.073            7.640
          7.707           1.181            0.000            0.073            7.690
          7.757           1.178            0.000            0.073            7.740
          7.807           1.176            0.000            0.074            7.790
          7.857           1.173            0.000            0.074            7.840
          7.907           1.171            0.000            0.074            7.891
          7.958           1.168            0.000            0.074            7.941
          8.008           1.165            0.000            0.074            7.991
          8.058           1.162            0.000            0.074            8.041
          8.108           1.159            0.000            0.073            8.092
          8.158           1.156            0.000            0.073            8.142
          8.208           1.154            0.000            0.073            8.191
          8.257           1.151            0.000            0.073            8.241
