           X               Y                Z                A                C
          0.044           1.624            0.000           -0.030            0.051
          0.094           1.615            0.000           -0.032            0.101
          0.144           1.605            0.000           -0.034            0.152
          0.194           1.596            0.000           -0.036            0.203
          0.244           1.588            0.000           -0.038            0.254
          0.294           1.580            0.000           -0.039            0.304
          0.344           1.572            0.000           -0.040            0.355
          0.395           1.565            0.000           -0.041            0.406
          0.445           1.558            0.000           -0.041            0.457
          0.495           1.552            0.000           -0.042            0.507
          0.545           1.545            0.000           -0.042            0.558
          0.595           1.539            0.000           -0.042            0.608
          0.645           1.534            0.000           -0.043            0.659
          0.696           1.528            0.000           -0.043            0.709
          0.746           1.523            0.000           -0.043            0.760
          0.796           1.518            0.000           -0.043            0.811
          0.847           1.513            0.000           -0.042            0.861
          0.897           1.509            0.000           -0.042            0.912
          0.948           1.506            0.000           -0.041            0.962
          0.998           1.502            0.000           -0.039            1.013
          1.048           1.499            0.000           -0.038            1.063
          1.098           1.497            0.000           -0.037            1.113
          1.149           1.494            0.000           -0.035            1.164
          1.199           1.492            0.000           -0.034            1.214
          1.249           1.490            0.000           -0.033            1.264
          1.299           1.487            0.000           -0.031            1.314
          1.349           1.486            0.000           -0.030            1.365
          1.400           1.484            0.000           -0.028            1.415
          1.450           1.483            0.000           -0.027            1.465
          1.500           1.481            0.000           -0.026            1.515
          1.550           1.480            0.000           -0.025            1.565
          1.600           1.479            0.000           -0.024            1.615
          1.650           1.478            0.000           -0.023            1.665
          1.700           1.477            0.000           -0.022            1.715
          1.750           1.476            0.000           -0.022            1.766
          1.800           1.475            0.000           -0.021            1.816
          1.850           1.474            0.000           -0.021            1.866
          1.900           1.473            0.000           -0.020            1.916
          1.950           1.472            0.000           -0.020            1.966
          2.000           1.471            0.000           -0.020            2.016
          2.050           1.470            0.000           -0.019            2.066
          2.100           1.469            0.000           -0.019            2.116
          2.150           1.468            0.000           -0.018            2.166
          2.200           1.467            0.000           -0.018            2.216
          2.250           1.466            0.000           -0.018            2.266
          2.300           1.465            0.000           -0.018            2.316
          2.350           1.464            0.000           -0.017            2.366
          2.400           1.462            0.000           -0.018            2.416
          2.450           1.461            0.000           -0.018            2.466
          2.500           1.460            0.000           -0.018            2.516
          2.550           1.458            0.000           -0.018            2.566
          2.600           1.457            0.000           -0.018            2.616
          2.650           1.455            0.000           -0.018            2.666
          2.700           1.454            0.000           -0.018            2.716
          2.750           1.453            0.000           -0.018            2.766
          2.800           1.451            0.000           -0.018            2.816
          2.850           1.449            0.000           -0.019            2.866
          2.900           1.448            0.000           -0.019            2.916
          2.950           1.446            0.000           -0.019            2.966
          3.000           1.444            0.000           -0.020            3.016
          3.050           1.442            0.000           -0.020            3.066
          3.100           1.441            0.000           -0.021            3.116
          3.150           1.439            0.000           -0.021            3.166
          3.200           1.437            0.000           -0.021            3.216
          3.250           1.435            0.000           -0.022            3.266
          3.300           1.434            0.000           -0.022            3.316
          3.350           1.432            0.000           -0.023            3.366
          3.400           1.430            0.000           -0.023            3.416
          3.450           1.429            0.000           -0.023            3.466
          3.500           1.427            0.000           -0.024            3.516
          3.550           1.425            0.000           -0.024            3.566
          3.600           1.423            0.000           -0.025            3.616
          3.650           1.421            0.000           -0.025            3.666
          3.700           1.419            0.000           -0.026            3.716
          3.750           1.417            0.000           -0.027            3.766
          3.800           1.415            0.000           -0.028            3.817
          3.850           1.413            0.000           -0.028            3.867
          3.900           1.411            0.000           -0.029            3.917
