           X               Y                Z                A                C
          0.024           1.037            0.000           -0.157            0.163
          0.074           1.028            0.000           -0.160            0.214
          0.124           1.020            0.000           -0.162            0.265
          0.175           1.012            0.000           -0.164            0.316
          0.225           1.005            0.000           -0.166            0.366
          0.275           0.997            0.000           -0.168            0.417
          0.325           0.990            0.000           -0.170            0.468
          0.375           0.982            0.000           -0.173            0.518
          0.426           0.975            0.000           -0.175            0.569
          0.476           0.968            0.000           -0.177            0.620
          0.527           0.961            0.000           -0.179            0.671
          0.577           0.955            0.000           -0.180            0.722
          0.628           0.948            0.000           -0.182            0.773
          0.678           0.942            0.000           -0.184            0.823
          0.728           0.936            0.000           -0.185            0.874
          0.778           0.930            0.000           -0.187            0.924
          0.829           0.924            0.000           -0.189            0.975
          0.879           0.918            0.000           -0.191            1.026
          0.930           0.913            0.000           -0.192            1.078
          0.981           0.907            0.000           -0.194            1.129
          1.032           0.903            0.000           -0.195            1.180
          1.083           0.898            0.000           -0.196            1.231
          1.134           0.894            0.000           -0.197            1.283
          1.185           0.890            0.000           -0.198            1.334
          1.236           0.886            0.000           -0.199            1.385
          1.287           0.882            0.000           -0.199            1.436
          1.338           0.879            0.000           -0.200            1.487
          1.389           0.876            0.000           -0.200            1.538
          1.441           0.873            0.000           -0.200            1.590
          1.492           0.871            0.000           -0.200            1.641
          1.544           0.869            0.000           -0.199            1.693
          1.595           0.868            0.000           -0.198            1.744
          1.646           0.866            0.000           -0.197            1.795
          1.697           0.865            0.000           -0.196            1.846
          1.748           0.864            0.000           -0.194            1.897
          1.799           0.864            0.000           -0.193            1.948
          1.849           0.863            0.000           -0.191            1.999
          1.900           0.863            0.000           -0.188            2.049
          1.951           0.863            0.000           -0.186            2.100
          2.002           0.863            0.000           -0.183            2.151
          2.053           0.864            0.000           -0.180            2.202
          2.103           0.865            0.000           -0.177            2.252
          2.153           0.865            0.000           -0.173            2.302
          2.204           0.866            0.000           -0.170            2.353
          2.254           0.867            0.000           -0.167            2.403
          2.304           0.868            0.000           -0.163            2.454
          2.355           0.869            0.000           -0.159            2.504
          2.405           0.871            0.000           -0.155            2.555
          2.456           0.872            0.000           -0.151            2.605
          2.506           0.874            0.000           -0.147            2.655
          2.555           0.875            0.000           -0.142            2.705
          2.605           0.877            0.000           -0.138            2.754
          2.655           0.878            0.000           -0.134            2.804
          2.704           0.880            0.000           -0.130            2.854
          2.754           0.881            0.000           -0.126            2.904
          2.804           0.883            0.000           -0.122            2.954
          2.854           0.884            0.000           -0.118            3.003
          2.904           0.885            0.000           -0.114            3.053
          2.953           0.886            0.000           -0.111            3.103
