           X               Y                Z                A                C
          0.010           1.465            0.000            0.067            0.000
          0.059           1.457            0.000            0.062            0.049
          0.108           1.450            0.000            0.058            0.099
          0.157           1.443            0.000            0.054            0.148
          0.206           1.437            0.000            0.050            0.198
          0.256           1.431            0.000            0.047            0.248
          0.305           1.425            0.000            0.043            0.297
          0.354           1.420            0.000            0.040            0.347
          0.404           1.414            0.000            0.037            0.397
          0.453           1.409            0.000            0.034            0.447
          0.503           1.405            0.000            0.032            0.496
          0.553           1.400            0.000            0.030            0.546
          0.602           1.396            0.000            0.028            0.596
          0.652           1.392            0.000            0.026            0.646
          0.702           1.389            0.000            0.024            0.696
          0.751           1.386            0.000            0.023            0.746
          0.801           1.383            0.000            0.022            0.796
          0.851           1.380            0.000            0.021            0.846
          0.901           1.378            0.000            0.020            0.896
          0.951           1.376            0.000            0.020            0.945
          1.001           1.373            0.000            0.019            0.995
          1.051           1.372            0.000            0.019            1.045
          1.101           1.370            0.000            0.019            1.095
          1.151           1.368            0.000            0.019            1.145
          1.201           1.367            0.000            0.019            1.195
          1.251           1.366            0.000            0.019            1.245
          1.301           1.365            0.000            0.019            1.295
          1.351           1.364            0.000            0.019            1.345
          1.401           1.363            0.000            0.020            1.395
          1.450           1.362            0.000            0.020            1.445
          1.500           1.361            0.000            0.021            1.495
          1.550           1.361            0.000            0.021            1.545
          1.600           1.360            0.000            0.022            1.595
          1.650           1.360            0.000            0.023            1.645
          1.700           1.359            0.000            0.023            1.695
          1.750           1.359            0.000            0.024            1.745
          1.800           1.359            0.000            0.025            1.795
          1.850           1.358            0.000            0.025            1.845
          1.901           1.358            0.000            0.026            1.895
          1.951           1.357            0.000            0.027            1.945
          2.001           1.357            0.000            0.027            1.995
          2.051           1.356            0.000            0.028            2.045
          2.101           1.356            0.000            0.029            2.095
          2.151           1.355            0.000            0.029            2.145
          2.201           1.355            0.000            0.030            2.195
          2.251           1.354            0.000            0.030            2.245
          2.301           1.354            0.000            0.031            2.296
          2.351           1.353            0.000            0.031            2.346
          2.401           1.352            0.000            0.031            2.396
          2.451           1.351            0.000            0.031            2.446
          2.501           1.350            0.000            0.031            2.496
          2.551           1.348            0.000            0.031            2.546
          2.601           1.347            0.000            0.032            2.596
          2.651           1.346            0.000            0.032            2.646
          2.701           1.346            0.000            0.032            2.696
          2.751           1.344            0.000            0.032            2.746
          2.801           1.343            0.000            0.032            2.796
          2.851           1.342            0.000            0.032            2.846
          2.901           1.340            0.000            0.032            2.896
          2.951           1.339            0.000            0.031            2.946
          3.001           1.337            0.000            0.031            2.996
          3.051           1.336            0.000            0.031            3.046
          3.101           1.334            0.000            0.031            3.096
          3.151           1.333            0.000            0.030            3.146
          3.201           1.331            0.000            0.030            3.196
          3.251           1.330            0.000            0.030            3.246
          3.301           1.328            0.000            0.030            3.296
          3.351           1.327            0.000            0.030            3.346
          3.401           1.325            0.000            0.029            3.396
          3.451           1.324            0.000            0.029            3.447
          3.501           1.322            0.000            0.029            3.497
          3.551           1.320            0.000            0.028            3.547
          3.601           1.319            0.000            0.028            3.597
          3.651           1.317            0.000            0.027            3.647
          3.701           1.315            0.000            0.027            3.697
          3.751           1.314            0.000            0.027            3.747
          3.801           1.312            0.000            0.026            3.797
          3.851           1.310            0.000            0.026            3.847
          3.901           1.308            0.000            0.025            3.897
          3.951           1.306            0.000            0.024            3.947
          4.001           1.304            0.000            0.024            3.997
          4.051           1.302            0.000            0.023            4.047
          4.101           1.301            0.000            0.023            4.097
          4.151           1.299            0.000            0.023            4.147
          4.201           1.297            0.000            0.022            4.197
          4.251           1.296            0.000            0.022            4.247
          4.301           1.295            0.000            0.022            4.297
          4.351           1.294            0.000            0.023            4.347
          4.401           1.292            0.000            0.022            4.397
          4.451           1.290            0.000            0.022            4.447
          4.501           1.289            0.000            0.022            4.497
          4.551           1.287            0.000            0.021            4.547
          4.601           1.285            0.000            0.021            4.597
          4.651           1.283            0.000            0.021            4.647
          4.701           1.282            0.000            0.021            4.697
          4.751           1.281            0.000            0.021            4.747
          4.801           1.280            0.000            0.021            4.797
          4.851           1.279            0.000            0.021            4.847
          4.901           1.278            0.000            0.022            4.897
          4.951           1.277            0.000            0.022            4.947
          5.001           1.275            0.000            0.022            4.997
          5.051           1.274            0.000            0.022            5.047
          5.101           1.272            0.000            0.022            5.097
          5.151           1.270            0.000            0.022            5.147
          5.201           1.269            0.000            0.022            5.197
          5.251           1.268            0.000            0.022            5.247
          5.301           1.266            0.000            0.022            5.297
          5.351           1.265            0.000            0.022            5.347
          5.401           1.264            0.000            0.023            5.397
          5.451           1.263            0.000            0.023            5.447
          5.501           1.262            0.000            0.023            5.497
          5.551           1.260            0.000            0.023            5.547
          5.601           1.259            0.000            0.023            5.598
          5.651           1.258            0.000            0.023            5.648
          5.701           1.256            0.000            0.023            5.698
          5.751           1.255            0.000            0.024            5.748
          5.801           1.253            0.000            0.024            5.798
          5.851           1.252            0.000            0.024            5.848
          5.901           1.251            0.000            0.024            5.898
          5.951           1.250            0.000            0.024            5.948
          6.001           1.249            0.000            0.025            5.998
          6.051           1.247            0.000            0.025            6.048
          6.101           1.246            0.000            0.025            6.098
          6.152           1.245            0.000            0.025            6.148
          6.202           1.243            0.000            0.025            6.198
          6.252           1.242            0.000            0.025            6.248
          6.302           1.240            0.000            0.026            6.298
          6.352           1.239            0.000            0.026            6.348
          6.402           1.238            0.000            0.026            6.398
          6.452           1.236            0.000            0.026            6.448
          6.502           1.235            0.000            0.026            6.498
          6.552           1.234            0.000            0.027            6.548
          6.601           1.233            0.000            0.027            6.598
          6.652           1.231            0.000            0.027            6.648
          6.702           1.230            0.000            0.028            6.698
          6.752           1.229            0.000            0.028            6.748
          6.802           1.228            0.000            0.028            6.798
          6.852           1.227            0.000            0.029            6.848
          6.902           1.225            0.000            0.029            6.898
          6.952           1.224            0.000            0.029            6.948
          7.002           1.223            0.000            0.030            6.998
          7.052           1.222            0.000            0.030            7.048
          7.102           1.221            0.000            0.031            7.098
          7.152           1.220            0.000            0.031            7.148
          7.202           1.219            0.000            0.032            7.198
          7.252           1.218            0.000            0.032            7.248
          7.302           1.217            0.000            0.032            7.298
          7.352           1.215            0.000            0.033            7.348
          7.402           1.214            0.000            0.033            7.398
          7.452           1.213            0.000            0.034            7.448
          7.502           1.212            0.000            0.034            7.498
          7.552           1.211            0.000            0.035            7.549
          7.602           1.210            0.000            0.035            7.599
          7.652           1.209            0.000            0.035            7.649
          7.702           1.207            0.000            0.036            7.699
          7.752           1.206            0.000            0.036            7.749
          7.802           1.205            0.000            0.036            7.799
          7.852           1.204            0.000            0.037            7.849
          7.902           1.203            0.000            0.037            7.899
          7.952           1.201            0.000            0.038            7.949
          8.002           1.200            0.000            0.038            7.999
          8.052           1.199            0.000            0.038            8.049
          8.102           1.197            0.000            0.038            8.099
          8.152           1.196            0.000            0.039            8.149
          8.202           1.195            0.000            0.039            8.199
          8.252           1.194            0.000            0.039            8.249
          8.302           1.192            0.000            0.040            8.299
          8.352           1.191            0.000            0.040            8.349
          8.402           1.190            0.000            0.040            8.399
          8.452           1.188            0.000            0.041            8.449
          8.502           1.187            0.000            0.041            8.499
          8.552           1.186            0.000            0.041            8.549
          8.602           1.184            0.000            0.041            8.599
          8.652           1.183            0.000            0.041            8.649
          8.702           1.181            0.000            0.042            8.699
          8.752           1.180            0.000            0.042            8.749
          8.802           1.179            0.000            0.042            8.799
          8.852           1.177            0.000            0.043            8.849
          8.902           1.176            0.000            0.043            8.899
          8.952           1.175            0.000            0.043            8.950
          9.002           1.173            0.000            0.043            9.000
          9.052           1.172            0.000            0.043            9.050
          9.103           1.170            0.000            0.044            9.100
          9.153           1.169            0.000            0.044            9.150
          9.202           1.167            0.000            0.044            9.200
          9.252           1.166            0.000            0.044            9.250
          9.302           1.165            0.000            0.044            9.300
          9.352           1.163            0.000            0.045            9.350
          9.402           1.162            0.000            0.045            9.400
          9.453           1.161            0.000            0.045            9.450
          9.503           1.159            0.000            0.045            9.500
          9.553           1.158            0.000            0.046            9.550
          9.603           1.156            0.000            0.046            9.600
          9.653           1.154            0.000            0.046            9.650
          9.703           1.153            0.000            0.046            9.700
          9.753           1.151            0.000            0.046            9.750
          9.803           1.150            0.000            0.046            9.800
          9.853           1.148            0.000            0.046            9.850
          9.903           1.147            0.000            0.046            9.900
          9.953           1.145            0.000            0.046            9.950
         10.002           1.144            0.000            0.047           10.000
         10.053           1.143            0.000            0.047           10.050
         10.103           1.141            0.000            0.047           10.100
         10.153           1.140            0.000            0.047           10.151
         10.203           1.138            0.000            0.047           10.201
         10.253           1.137            0.000            0.047           10.251
         10.303           1.135            0.000            0.047           10.301
         10.353           1.133            0.000            0.047           10.351
         10.403           1.131            0.000            0.047           10.401
