           X               Y                Z                A                C
          0.089           1.752            0.000            0.360            0.000
          0.137           1.740            0.000            0.355            0.050
          0.185           1.728            0.000            0.350            0.100
          0.234           1.716            0.000            0.344            0.149
          0.282           1.704            0.000            0.338            0.199
          0.330           1.692            0.000            0.332            0.248
          0.377           1.680            0.000            0.326            0.298
          0.425           1.669            0.000            0.319            0.346
          0.472           1.658            0.000            0.313            0.395
          0.519           1.647            0.000            0.307            0.443
          0.566           1.636            0.000            0.300            0.492
          0.613           1.626            0.000            0.294            0.540
          0.660           1.616            0.000            0.288            0.587
          0.707           1.606            0.000            0.281            0.635
          0.754           1.597            0.000            0.275            0.683
          0.801           1.588            0.000            0.268            0.731
          0.848           1.579            0.000            0.261            0.779
          0.896           1.570            0.000            0.255            0.828
          0.944           1.561            0.000            0.248            0.877
          0.993           1.553            0.000            0.241            0.926
          1.041           1.544            0.000            0.234            0.975
          1.090           1.536            0.000            0.228            1.024
          1.138           1.527            0.000            0.221            1.073
          1.186           1.519            0.000            0.214            1.122
          1.234           1.512            0.000            0.208            1.171
          1.281           1.504            0.000            0.202            1.219
          1.329           1.497            0.000            0.197            1.267
          1.377           1.490            0.000            0.191            1.315
          1.425           1.483            0.000            0.187            1.364
          1.473           1.477            0.000            0.182            1.413
          1.522           1.471            0.000            0.178            1.461
          1.570           1.466            0.000            0.174            1.510
          1.619           1.460            0.000            0.170            1.559
          1.667           1.455            0.000            0.167            1.608
          1.716           1.450            0.000            0.163            1.657
          1.765           1.446            0.000            0.160            1.706
          1.814           1.441            0.000            0.158            1.756
          1.864           1.437            0.000            0.155            1.805
          1.913           1.433            0.000            0.153            1.855
          1.962           1.429            0.000            0.150            1.904
          2.012           1.425            0.000            0.148            1.953
          2.061           1.422            0.000            0.146            2.003
          2.110           1.418            0.000            0.144            2.052
          2.159           1.415            0.000            0.143            2.101
          2.208           1.412            0.000            0.142            2.151
          2.257           1.410            0.000            0.141            2.200
          2.306           1.408            0.000            0.140            2.249
          2.356           1.406            0.000            0.140            2.298
          2.405           1.404            0.000            0.140            2.347
          2.454           1.403            0.000            0.140            2.397
          2.504           1.402            0.000            0.141            2.446
          2.554           1.401            0.000            0.141            2.496
          2.604           1.400            0.000            0.142            2.546
          2.654           1.398            0.000            0.143            2.596
          2.704           1.397            0.000            0.143            2.647
          2.754           1.396            0.000            0.143            2.697
          2.804           1.395            0.000            0.144            2.747
          2.854           1.394            0.000            0.144            2.797
          2.904           1.393            0.000            0.145            2.847
          2.954           1.391            0.000            0.145            2.896
          3.003           1.391            0.000            0.146            2.946
          3.053           1.390            0.000            0.147            2.996
          3.103           1.389            0.000            0.148            3.045
          3.153           1.388            0.000            0.149            3.095
          3.202           1.388            0.000            0.150            3.145
          3.252           1.387            0.000            0.151            3.195
          3.303           1.387            0.000            0.152            3.245
          3.353           1.386            0.000            0.153            3.296
          3.403           1.386            0.000            0.154            3.346
          3.454           1.385            0.000            0.155            3.397
          3.505           1.384            0.000            0.155            3.447
          3.555           1.382            0.000            0.155            3.498
          3.606           1.381            0.000            0.156            3.549
          3.656           1.379            0.000            0.156            3.599
          3.706           1.377            0.000            0.155            3.649
          3.756           1.376            0.000            0.155            3.699
          3.806           1.374            0.000            0.155            3.749
          3.856           1.372            0.000            0.155            3.799
          3.906           1.370            0.000            0.155            3.849
          3.956           1.369            0.000            0.155            3.899
          4.006           1.367            0.000            0.155            3.949
          4.056           1.366            0.000            0.155            3.999
          4.106           1.364            0.000            0.155            4.049
          4.156           1.363            0.000            0.155            4.099
          4.206           1.361            0.000            0.155            4.149
          4.256           1.360            0.000            0.155            4.199
          4.307           1.358            0.000            0.155            4.250
