           X               Y                Z                A                C
          0.086           1.387            0.000            0.232            0.000
          0.130           1.370            0.000            0.219            0.047
          0.174           1.354            0.000            0.206            0.094
          0.218           1.338            0.000            0.193            0.140
          0.261           1.323            0.000            0.181            0.187
          0.305           1.308            0.000            0.169            0.233
          0.349           1.294            0.000            0.157            0.279
          0.394           1.280            0.000            0.146            0.326
          0.438           1.267            0.000            0.135            0.372
          0.484           1.254            0.000            0.125            0.419
          0.530           1.242            0.000            0.115            0.467
          0.576           1.231            0.000            0.105            0.515
          0.623           1.219            0.000            0.096            0.563
          0.671           1.208            0.000            0.087            0.612
          0.718           1.197            0.000            0.077            0.661
          0.766           1.186            0.000            0.068            0.710
          0.814           1.175            0.000            0.059            0.758
          0.861           1.165            0.000            0.050            0.807
          0.909           1.156            0.000            0.042            0.856
          0.957           1.147            0.000            0.034            0.905
          1.005           1.139            0.000            0.028            0.954
          1.054           1.132            0.000            0.022            1.003
          1.103           1.126            0.000            0.017            1.052
          1.152           1.121            0.000            0.014            1.102
          1.202           1.117            0.000            0.011            1.152
          1.252           1.114            0.000            0.009            1.202
          1.302           1.111            0.000            0.008            1.252
          1.352           1.108            0.000            0.007            1.302
          1.402           1.106            0.000            0.006            1.352
          1.452           1.103            0.000            0.005            1.402
          1.502           1.101            0.000            0.004            1.452
          1.552           1.099            0.000            0.003            1.502
          1.602           1.098            0.000            0.003            1.552
          1.652           1.096            0.000            0.003            1.602
          1.702           1.096            0.000            0.004            1.652
          1.752           1.096            0.000            0.005            1.702
          1.802           1.096            0.000            0.007            1.752
          1.852           1.097            0.000            0.009            1.802
          1.902           1.098            0.000            0.012            1.852
          1.952           1.099            0.000            0.014            1.902
          2.002           1.100            0.000            0.016            1.952
          2.052           1.100            0.000            0.018            2.002
          2.102           1.100            0.000            0.020            2.052
          2.152           1.100            0.000            0.021            2.103
          2.203           1.099            0.000            0.021            2.153
          2.253           1.097            0.000            0.021            2.203
          2.303           1.096            0.000            0.021            2.253
          2.353           1.094            0.000            0.021            2.303
          2.403           1.093            0.000            0.020            2.353
          2.453           1.091            0.000            0.020            2.403
          2.503           1.090            0.000            0.020            2.453
          2.553           1.089            0.000            0.021            2.503
          2.603           1.088            0.000            0.021            2.553
          2.653           1.088            0.000            0.022            2.603
          2.703           1.087            0.000            0.023            2.653
          2.753           1.087            0.000            0.024            2.703
          2.803           1.087            0.000            0.025            2.753
          2.853           1.086            0.000            0.026            2.803
          2.903           1.086            0.000            0.027            2.854
          2.953           1.085            0.000            0.028            2.904
          3.004           1.084            0.000            0.028            2.954
          3.054           1.083            0.000            0.028            3.004
          3.104           1.082            0.000            0.029            3.054
          3.153           1.081            0.000            0.029            3.104
          3.203           1.081            0.000            0.030            3.154
          3.253           1.081            0.000            0.031            3.204
          3.303           1.081            0.000            0.033            3.254
          3.353           1.081            0.000            0.034            3.304
          3.403           1.081            0.000            0.036            3.353
          3.453           1.082            0.000            0.038            3.403
          3.503           1.082            0.000            0.039            3.454
          3.553           1.083            0.000            0.041            3.504
          3.603           1.083            0.000            0.043            3.554
          3.654           1.083            0.000            0.044            3.604
          3.704           1.083            0.000            0.046            3.654
          3.754           1.083            0.000            0.047            3.704
          3.804           1.082            0.000            0.047            3.755
          3.854           1.082            0.000            0.048            3.805
          3.905           1.081            0.000            0.049            3.855
          3.955           1.080            0.000            0.049            3.905
          4.005           1.080            0.000            0.050            3.955
          4.055           1.079            0.000            0.051            4.005
          4.105           1.078            0.000            0.052            4.055
          4.155           1.078            0.000            0.052            4.105
          4.205           1.077            0.000            0.053            4.155
          4.255           1.077            0.000            0.054            4.205
          4.305           1.076            0.000            0.055            4.255
          4.355           1.076            0.000            0.055            4.305
          4.405           1.075            0.000            0.056            4.356
          4.456           1.074            0.000            0.056            4.406
          4.506           1.073            0.000            0.056            4.456
          4.556           1.072            0.000            0.056            4.507
          4.606           1.070            0.000            0.056            4.557
          4.656           1.068            0.000            0.056            4.607
          4.706           1.067            0.000            0.055            4.657
          4.756           1.065            0.000            0.055            4.707
          4.806           1.064            0.000            0.055            4.757
          4.856           1.063            0.000            0.056            4.806
          4.906           1.062            0.000            0.056            4.856
          4.956           1.062            0.000            0.057            4.906
          5.006           1.061            0.000            0.057            4.956
