           X               Y                Z                A                C
          0.079           1.714            0.000            0.160            0.000
          0.128           1.705            0.000            0.159            0.050
          0.178           1.696            0.000            0.157            0.100
          0.227           1.687            0.000            0.155            0.150
          0.276           1.679            0.000            0.152            0.200
          0.325           1.671            0.000            0.150            0.249
          0.373           1.663            0.000            0.147            0.298
          0.422           1.655            0.000            0.145            0.348
          0.471           1.648            0.000            0.142            0.397
          0.519           1.641            0.000            0.139            0.446
          0.568           1.634            0.000            0.136            0.495
          0.617           1.628            0.000            0.132            0.544
          0.665           1.622            0.000            0.129            0.593
          0.714           1.617            0.000            0.126            0.642
          0.763           1.611            0.000            0.123            0.691
          0.812           1.606            0.000            0.119            0.741
          0.861           1.602            0.000            0.116            0.790
          0.911           1.597            0.000            0.113            0.840
          0.960           1.592            0.000            0.111            0.889
          1.010           1.588            0.000            0.108            0.939
          1.059           1.584            0.000            0.106            0.989
          1.108           1.580            0.000            0.104            1.038
          1.158           1.576            0.000            0.102            1.087
          1.207           1.573            0.000            0.101            1.137
          1.256           1.570            0.000            0.100            1.186
          1.305           1.568            0.000            0.100            1.236
          1.355           1.565            0.000            0.099            1.285
          1.405           1.563            0.000            0.099            1.335
          1.454           1.561            0.000            0.099            1.385
          1.504           1.559            0.000            0.099            1.435
          1.554           1.557            0.000            0.100            1.485
          1.604           1.555            0.000            0.100            1.535
          1.654           1.553            0.000            0.100            1.585
          1.704           1.551            0.000            0.100            1.635
          1.754           1.549            0.000            0.100            1.685
          1.804           1.548            0.000            0.100            1.734
          1.853           1.546            0.000            0.101            1.784
          1.903           1.545            0.000            0.101            1.833
          1.952           1.544            0.000            0.102            1.883
          2.002           1.543            0.000            0.104            1.933
          2.052           1.543            0.000            0.105            1.982
          2.102           1.542            0.000            0.107            2.032
          2.152           1.542            0.000            0.108            2.082
          2.202           1.541            0.000            0.110            2.133
          2.253           1.540            0.000            0.111            2.183
          2.303           1.539            0.000            0.112            2.234
          2.354           1.538            0.000            0.113            2.285
          2.404           1.537            0.000            0.114            2.335
          2.455           1.535            0.000            0.114            2.385
          2.505           1.533            0.000            0.114            2.436
          2.555           1.531            0.000            0.115            2.486
          2.605           1.530            0.000            0.115            2.535
          2.654           1.528            0.000            0.116            2.585
          2.704           1.527            0.000            0.116            2.635
          2.754           1.525            0.000            0.117            2.685
          2.804           1.524            0.000            0.117            2.735
          2.855           1.522            0.000            0.118            2.786
          2.905           1.521            0.000            0.118            2.836
          2.956           1.519            0.000            0.119            2.887
          3.006           1.517            0.000            0.119            2.938
          3.057           1.514            0.000            0.118            2.988
          3.108           1.511            0.000            0.117            3.039
          3.158           1.508            0.000            0.117            3.089
          3.208           1.505            0.000            0.116            3.139
          3.257           1.503            0.000            0.115            3.189
          3.307           1.500            0.000            0.114            3.239
          3.357           1.497            0.000            0.114            3.288
          3.406           1.495            0.000            0.114            3.338
          3.456           1.493            0.000            0.114            3.387
          3.506           1.491            0.000            0.114            3.437
          3.556           1.489            0.000            0.114            3.487
          3.606           1.487            0.000            0.114            3.538
          3.656           1.485            0.000            0.114            3.588
          3.707           1.482            0.000            0.114            3.639
          3.757           1.480            0.000            0.113            3.689
          3.808           1.477            0.000            0.112            3.740
          3.858           1.474            0.000            0.111            3.790
          3.908           1.471            0.000            0.111            3.840
          3.958           1.468            0.000            0.110            3.890
          4.007           1.465            0.000            0.109            3.940
          4.057           1.462            0.000            0.108            3.989
          4.106           1.460            0.000            0.108            4.039
          4.156           1.458            0.000            0.108            4.089
          4.206           1.456            0.000            0.108            4.138
          4.255           1.454            0.000            0.108            4.188
          4.305           1.452            0.000            0.108            4.238
          4.355           1.450            0.000            0.108            4.288
          4.406           1.448            0.000            0.109            4.338
          4.456           1.446            0.000            0.109            4.389
          4.507           1.444            0.000            0.108            4.440
          4.557           1.441            0.000            0.108            4.490
          4.607           1.439            0.000            0.107            4.540
          4.657           1.436            0.000            0.107            4.590
          4.707           1.433            0.000            0.106            4.640
          4.756           1.431            0.000            0.106            4.690
          4.806           1.429            0.000            0.106            4.739
          4.856           1.427            0.000            0.106            4.789
          4.905           1.425            0.000            0.106            4.839
          4.955           1.423            0.000            0.107            4.889
          5.005           1.422            0.000            0.107            4.939
          5.055           1.420            0.000            0.107            4.989
          5.106           1.418            0.000            0.108            5.039
          5.156           1.416            0.000            0.108            5.089
          5.206           1.414            0.000            0.108            5.140
          5.257           1.412            0.000            0.108            5.190
          5.307           1.409            0.000            0.107            5.241
          5.357           1.407            0.000            0.107            5.291
          5.407           1.404            0.000            0.106            5.341
          5.457           1.401            0.000            0.106            5.391
          5.507           1.399            0.000            0.105            5.441
          5.556           1.397            0.000            0.105            5.490
          5.606           1.395            0.000            0.105            5.540
          5.655           1.393            0.000            0.105            5.589
          5.705           1.391            0.000            0.106            5.639
          5.755           1.390            0.000            0.106            5.689
          5.805           1.388            0.000            0.107            5.740
          5.856           1.386            0.000            0.107            5.790
          5.906           1.384            0.000            0.107            5.841
          5.957           1.382            0.000            0.107            5.891
          6.007           1.379            0.000            0.107            5.942
          6.058           1.377            0.000            0.106            5.992
          6.108           1.374            0.000            0.105            6.042
          6.158           1.371            0.000            0.105            6.092
          6.207           1.368            0.000            0.104            6.142
          6.257           1.366            0.000            0.104            6.192
          6.307           1.363            0.000            0.103            6.241
          6.356           1.361            0.000            0.103            6.291
          6.406           1.359            0.000            0.103            6.341
          6.455           1.358            0.000            0.104            6.390
          6.505           1.356            0.000            0.104            6.440
          6.555           1.355            0.000            0.105            6.490
          6.605           1.354            0.000            0.106            6.540
          6.656           1.352            0.000            0.106            6.591
          6.707           1.350            0.000            0.106            6.642
          6.758           1.347            0.000            0.106            6.693
          6.809           1.344            0.000            0.105            6.744
          6.859           1.341            0.000            0.104            6.794
          6.908           1.338            0.000            0.103            6.844
          6.958           1.336            0.000            0.102            6.893
          7.007           1.333            0.000            0.102            6.942
          7.056           1.331            0.000            0.102            6.991
          7.105           1.330            0.000            0.103            7.041
          7.155           1.328            0.000            0.103            7.091
          7.205           1.327            0.000            0.104            7.141
          7.255           1.325            0.000            0.105            7.191
          7.306           1.324            0.000            0.105            7.241
          7.356           1.322            0.000            0.106            7.292
          7.407           1.320            0.000            0.106            7.342
          7.457           1.318            0.000            0.106            7.393
          7.508           1.316            0.000            0.105            7.443
          7.558           1.313            0.000            0.105            7.494
          7.608           1.311            0.000            0.104            7.544
          7.658           1.308            0.000            0.104            7.594
          7.707           1.306            0.000            0.103            7.643
          7.757           1.304            0.000            0.103            7.693
          7.806           1.302            0.000            0.103            7.742
          7.856           1.300            0.000            0.104            7.792
          7.905           1.299            0.000            0.105            7.841
          7.955           1.298            0.000            0.106            7.891
          8.005           1.297            0.000            0.107            7.941
          8.055           1.296            0.000            0.108            7.991
          8.106           1.294            0.000            0.108            8.042
          8.157           1.293            0.000            0.109            8.093
          8.208           1.290            0.000            0.109            8.144
          8.259           1.288            0.000            0.108            8.195
          8.309           1.285            0.000            0.107            8.245
          8.359           1.282            0.000            0.106            8.295
          8.408           1.279            0.000            0.106            8.345
          8.458           1.277            0.000            0.105            8.394
          8.507           1.275            0.000            0.105            8.444
          8.557           1.273            0.000            0.105            8.493
          8.606           1.271            0.000            0.105            8.543
          8.656           1.269            0.000            0.106            8.593
          8.706           1.268            0.000            0.106            8.643
          8.756           1.266            0.000            0.107            8.693
          8.806           1.265            0.000            0.108            8.743
          8.856           1.264            0.000            0.108            8.793
          8.906           1.262            0.000            0.109            8.843
          8.957           1.260            0.000            0.109            8.894
          9.008           1.258            0.000            0.109            8.945
          9.058           1.256            0.000            0.108            8.995
          9.109           1.253            0.000            0.108            9.046
          9.159           1.250            0.000            0.107            9.096
          9.209           1.247            0.000            0.106            9.146
          9.259           1.244            0.000            0.105            9.196
          9.308           1.242            0.000            0.104            9.246
          9.357           1.240            0.000            0.104            9.295
          9.406           1.238            0.000            0.104            9.344
          9.455           1.236            0.000            0.105            9.393
          9.505           1.235            0.000            0.106            9.443
          9.555           1.234            0.000            0.107            9.493
          9.606           1.233            0.000            0.108            9.544
          9.657           1.232            0.000            0.108            9.594
          9.708           1.230            0.000            0.108            9.645
          9.758           1.227            0.000            0.108            9.696
          9.808           1.225            0.000            0.107            9.746
          9.859           1.222            0.000            0.107            9.796
          9.908           1.220            0.000            0.106            9.846
          9.958           1.217            0.000            0.106            9.896
         10.008           1.215            0.000            0.106            9.946
         10.057           1.213            0.000            0.106            9.995
         10.107           1.211            0.000            0.106           10.045
         10.157           1.209            0.000            0.106           10.095
         10.207           1.208            0.000            0.106           10.145
         10.256           1.206            0.000            0.106           10.195
         10.306           1.205            0.000            0.107           10.244
         10.356           1.203            0.000            0.108           10.294
         10.406           1.202            0.000            0.108           10.344
         10.456           1.201            0.000            0.109           10.395
         10.507           1.199            0.000            0.109           10.445
         10.558           1.198            0.000            0.110           10.496
         10.608           1.195            0.000            0.109           10.547
         10.659           1.193            0.000            0.109           10.597
         10.709           1.191            0.000            0.109           10.647
         10.758           1.188            0.000            0.108           10.697
         10.808           1.186            0.000            0.108           10.747
         10.858           1.184            0.000            0.108           10.796
         10.907           1.182            0.000            0.108           10.846
         10.957           1.180            0.000            0.108           10.896
         11.007           1.179            0.000            0.108           10.946
         11.057           1.177            0.000            0.108           10.996
         11.107           1.175            0.000            0.109           11.046
         11.157           1.173            0.000            0.109           11.096
         11.207           1.172            0.000            0.109           11.146
         11.257           1.170            0.000            0.110           11.196
         11.307           1.169            0.000            0.110           11.246
         11.358           1.167            0.000            0.110           11.297
         11.409           1.165            0.000            0.110           11.348
         11.459           1.162            0.000            0.109           11.398
         11.510           1.159            0.000            0.108           11.449
         11.560           1.157            0.000            0.107           11.499
         11.609           1.154            0.000            0.107           11.549
         11.659           1.151            0.000            0.106           11.598
         11.708           1.149            0.000            0.105           11.648
         11.758           1.147            0.000            0.105           11.697
         11.808           1.145            0.000            0.105           11.747
         11.857           1.143            0.000            0.105           11.797
         11.908           1.142            0.000            0.106           11.847
         11.958           1.140            0.000            0.106           11.897
         12.008           1.138            0.000            0.106           11.948
         12.059           1.136            0.000            0.105           11.998
         12.109           1.133            0.000            0.105           12.048
         12.159           1.131            0.000            0.104           12.099
         12.209           1.128            0.000            0.104           12.149
         12.259           1.126            0.000            0.103           12.199
         12.309           1.124            0.000            0.103           12.249
         12.359           1.121            0.000            0.102           12.299
         12.409           1.119            0.000            0.102           12.349
         12.459           1.116            0.000            0.101           12.399
         12.509           1.114            0.000            0.101           12.449
         12.559           1.111            0.000            0.100           12.499
         12.609           1.109            0.000            0.100           12.549
         12.658           1.107            0.000            0.099           12.599
         12.708           1.105            0.000            0.099           12.648
         12.758           1.103            0.000            0.099           12.698
         12.808           1.101            0.000            0.099           12.748
         12.858           1.099            0.000            0.099           12.798
         12.908           1.098            0.000            0.099           12.848
         12.958           1.096            0.000            0.099           12.899
         13.009           1.093            0.000            0.098           12.949
         13.059           1.091            0.000            0.098           13.000
         13.109           1.088            0.000            0.097           13.050
         13.159           1.086            0.000            0.096           13.100
