-125.16625;6.333861;281.1
-125.166289;6.333867;281.1
-125.177997;6.335591;281.1
-125.270001;6.349225;281.1
-125.814387;6.4298980000000014;281.1
-125.828458;6.431987;281.1
-126.464496;6.527361;281.1
-126.478742;6.529501;281.1
-127.114607;6.625972999999999;281.1
-127.12885;6.628138000000001;281.1
-127.764542;6.725712;281.1
-127.771658;6.726804;281.1
-127.77878;6.727900999999999;281.1
-128.421421;6.827686;281.1
-128.428541;6.8287960000000005;281.1
-129.07101;6.929705;281.1
-129.078128;6.930828;281.1
-129.72043100000002;7.032868;281.1
-129.727547;7.034003;281.1
-130.369689;7.137183;281.1
-130.376803;7.138331;281.1
-130.383916;7.1394910000000005;281.1
-131.02567;7.243799;281.1
-131.346416;7.296305999999999;281.1
-131.67459499999998;7.3504580000000015;281.1
-131.995261;7.403547;281.1
-132.32336;7.4583;281.1
-132.643951;7.511977000000001;281.1
-132.97197;7.567338;281.1
-133.29248;7.6216089999999985;281.1
-133.620423;7.677586;281.1
-133.940857;7.732458;281.1
-134.268723;7.7890570000000015;281.1
-134.589084;7.844536;281.1
-134.916875;7.901764;281.1
-135.23716299999998;7.957855;281.1
-135.564881;8.015717;281.1
-135.885096;8.072425;281.1
-136.212741;8.130927;281.1
-136.53288500000002;8.188257;281.1
-136.86045900000002;8.247404;281.1
-137.180531;8.305359;281.1
-137.508035;8.365155;281.1
-137.828039;8.423739999999999;281.1
-138.155473;8.484187;281.1
-138.47541;8.543403999999999;281.1
-138.802776;8.604506;281.1
-139.122645;8.664357;281.1
-139.449944;8.726115;281.1
-139.769747;8.786602;281.1
-140.09698;8.849017;281.1
-140.41671599999998;8.910139;281.1
-140.743885;8.973211000000003;281.1
-141.063558;9.03497;281.1
-141.390664;9.098699;281.1
-141.710275;9.161094;281.1
-142.037319;9.22548;281.1
-142.356872;9.28851;281.1
-142.68385700000005;9.353553;281.1
-143.003347;9.417217;281.1
-143.330274;9.482914;281.1
-143.64971;9.547212;281.1
-143.97658;9.613564;281.1
-144.295955;9.678494;281.1
-144.62277;9.745499;281.1
-144.942096;9.811062;281.1
-145.268858;9.87872;281.1
-145.588129;9.944914;281.1
-145.914839;10.013225;281.1
-146.02283799999995;10.035762;281.1
-146.234057;10.080051;281.1
-146.56071699999995;10.149016;281.1
-146.879888;10.216476;281.1
-147.206498;10.286094;281.1
-147.525615;10.354187;281.1
-147.852176;10.424462;281.1
-148.171248;10.493192;281.1
-148.497761;10.564126;281.1
-148.816779;10.633493;281.1
-149.14324299999996;10.705088;281.1
-149.462213;10.775097;281.1
-149.78862800000005;10.847357;281.1
-150.10755;10.918012;281.1
-150.43391499999996;10.990941;281.1
-150.752783;11.062245;281.1
-151.079097;11.135848;281.1
-151.39791499999995;11.207806;281.1
-151.724177;11.282087;281.1
-152.04294;11.354702;281.1
-152.369146;11.429667;281.1
-152.484162;11.456033;281.1
-152.687849;11.502942;281.1
-153.013998;11.578595;281.1
-153.332645;11.652535;281.1
-153.658733;11.728878;281.1
