,CR03,CR05,CR06,CR08,CR09,CR10,CR15,CR20,CR25,CR30,CR35,CR40,CR45,CR50,CR54,CR58,CR63,CR67,CR71,CR75,CR79,CR84,CR88,CR90,CR91,CR93,CR94
R60.0,,,,,,,,16.259420171535677,,14.310496461721149,13.525164895774214,12.841570310106663,11.87706942755073,10.699451215153267,9.83782825098756,9.229574022204185,8.800900143456222,8.502098266527641,8.311839052142002,,8.035872168539774,7.787211263411833,7.54501597007377,7.433757311227268,7.328357022682347,7.238020076977146,7.182657508364091
R61.0,,,,,,,,16.510358705227027,,14.522298411342298,13.713859111247592,13.005106625084778,12.014098269625942,10.795122011112747,9.909526065616099,9.292547207546995,8.852321125386272,8.549440513982105,8.356805774295138,,8.078142217955639,7.827233160539012,7.582611682229597,7.470227245093579,7.362848061598665,7.272570671475549,7.214144445318849
R62.0,,,,,,,,,,14.735788356345228,13.903067078814278,13.171197510092714,12.158431461782419,10.89556358243551,9.980727111388994,9.355085311795639,8.904093491794264,8.59546607868499,8.400640416758275,,,7.865877977116815,7.618630432293553,7.5067509769070675,7.397276326743138,7.305356079240152,7.245286563159121
R63.0,,,,,,,,,,14.950621822963083,14.094128518637843,13.337634038351696,12.307691689830254,11.003294206193587,10.052230333943886,9.416853974877348,8.955411054144612,8.640008789726814,8.443887078130892,,,7.903981305552468,7.655246326673529,7.54225568656701,7.431070254592801,7.336210742756938,7.276314221708456
R64.0,,,,,,,,,,15.167246819050101,,13.505226829765206,12.45681751879619,11.11506122582523,10.12412199031003,9.476673537489502,9.005669001641508,8.684772932210416,,,,7.942051560119793,7.691425328028593,7.575454831228928,7.463722458305883,7.3679813216531365,7.304220610308706
R65.0,,,,,,,,,,15.38577562996154,,13.674058719033894,12.60663853535593,11.230873625185318,10.195756569652211,9.535929381083253,9.054633836483184,8.729068917367432,,,,7.978872770916631,7.726049879191036,7.609848399202374,7.49591045727337,7.399760399402121,7.333538232399994
R66.0,,,,,,,,,,,,13.842966714475098,12.756501040881314,11.350395033730397,10.269573885124807,9.59592162857955,9.103486641300027,8.7720299848102,,,,8.014334014076862,7.76016492448565,7.6431367804145385,7.527950689579354,7.428620458804431,7.36217585153498
R67.0,,,,,,,,,,,,,12.907101025106783,11.476388762967836,10.349378533845645,9.654589871030897,9.152467798788052,8.814456501185969,,,,8.049952662239832,7.79415558805443,7.675176910984508,7.559740290323459,7.4613659928989,7.395896990420123
R68.0,,,,,,,,,,,,,13.060892888483696,11.60885689788413,10.43263882350114,9.711915529171616,9.199210898233549,8.855938052333151,,,,8.085131256807763,7.827369363070465,7.70714552385834,7.5947095222832495,7.499068676276279,7.434459605590378
R69.0,,,,,,,,,,,,,13.214439299500313,11.745321972620776,10.523176915092126,9.76925890806677,9.246125518171972,8.897144657390612,,,,8.118995115644054,7.859586063228245,7.742527833969326,7.634117566952648,7.542087247981384,7.478398173522129
R70.0,,,,,,,,,,,,,13.368185363311445,11.882704454039716,10.616741114157428,9.826011527759796,9.292324300649641,8.937324891025236,,,,8.151597026033642,7.895265578607367,7.782362056806745,7.679499980404236,7.589617234549828,7.527323275484629
R71.0,,,,,,,,,,,,,13.522065477116826,12.020500267022832,10.716601230548221,9.885795936630318,9.3383326904856,8.977172695014236,,,,8.18422941160484,7.932997777523732,7.8271734824781625,7.7285478290473115,7.643219381965466,7.584224441690862
R72.0,,,,,,,,,,,,,13.676697968792656,12.160568216994111,10.820694621323229,9.949024467159386,9.382527058861939,,,,,8.216799189355822,7.97779633535561,7.878064789710264,7.784295037294518,7.702798972735309,7.641340571165827
