,CR02,CR03,CR05,CR07,CR08,CR10,CR16,CR21,CR26,CR30,CR35,CR40,CR45,CR50,CR54,CR58,CR63,CR67,CR71,CR75,CR80,CR84,CR88,CR90,CR92,CR94,CR95
R67.0,,,,,,,,,,,,,,10.301995584604487,9.715317003900056,9.09533563737472,8.558757425250322,,,,,,,,,,
R68.0,,,,,,,,,,,,,,10.36520488803076,9.770435952259794,9.142966210239848,8.60020542157418,,,,,,,,,,
R69.0,,,,,,,,,,,,,,10.42770460402944,9.825428895993053,9.190513634612165,8.640750917511417,,,,,,,,,,
R70.0,,,,,,,,,,,,,,10.489828151785298,9.87950286325115,9.236529832706893,8.681604734670033,,,,,,,,,,
R71.0,,,,,,,,,,,,,,,9.933001489258803,9.283589739926406,8.72074382829037,,,,,,,,,,
R72.0,,,,,,,,,,,,,,,9.986873562161277,9.330296285131965,8.7604473892262,,,,,,,,,,
R73.0,,,,,,,,,,,,,,,10.04035258567157,9.3757667672944,,,,,,,,,,,
R74.0,,,,,,,,,,,,,,,10.093611433535262,9.421275117134428,,,,,,,,,,,
R75.0,,,,,,,,,,,,,,,,9.466691415575204,,,,,,,,,,,
R76.0,,,,,,,,,,,,,,,,9.511456613147026,,,,,,,,,,,
