,CR03,CR06,CR10,CR20,CR30,CR35,CR40,CR45,CR50,CR54,CR58,CR63,CR67,CR71,CR75,CR79,CR84,CR88,CR90,CR93
R75.0,,,,0.46681945913209427,0.4990596802362193,0.4954245704571817,0.5029246482069295,0.5062110496170891,0.5048482698878786,0.504335403010952,0.5029208819561338,0.5010602810439747,0.5003188960448693,0.4951010758523846,0.49168992854534194,,,,,
R76.0,,,,0.4484248184052001,0.49914251805366716,0.49556490212399124,0.5024458768863305,0.5057629449555657,0.5050161440435423,0.5044304058115757,0.5025922221242833,0.5010290923326657,0.5002574138091794,0.49514978952110134,,,,,,
R77.0,,,,0.42572035716891893,0.4990101945361003,0.4958227981874948,0.5019956222430301,0.5054087478406641,0.5052211679535829,0.5044355984862665,0.5024063828451021,0.500402881047696,0.5001872415267634,0.4952073188636607,,,,,,
R78.0,,,,0.39873065895641013,0.49948692924427474,0.496173369795506,0.5016722258276425,0.5050933454424776,0.5054058040257877,0.5044273059640844,0.5021472500432564,0.5002808437213468,0.5001257962573107,0.49527642555521834,,,,,,
R79.0,,,,0.36790672173824346,0.49918537307409366,0.49661309217675187,0.5014878117166417,0.504850123248293,0.5056380581316655,0.5044758683251709,0.5018712698034795,0.4997047827194637,0.5000740610890144,0.4952100625282316,,,,,,
R80.0,,,,0.3326543098398119,0.4994215122554881,0.49701171710499165,0.5012189614686609,0.5045994903144285,0.5058106632808365,0.5045599298459685,0.5017095663935701,0.49949292579115345,0.5000336500897669,0.4953409443053864,,,,,,
R81.0,,,,,0.4997919881141315,0.4973483865795216,0.5010588537475283,0.5044456754711664,0.5059778419926207,0.5046559230678992,0.5012970129000663,0.4989658650023029,0.4999956688938005,0.49546831441596006,,,,,,
R82.0,,,,,0.4996237656962257,0.4976911338190634,0.5008987998085961,0.5042792717248322,0.5061792173074632,0.5046003341798293,0.5010498147349974,0.49866905047670934,0.4999420720522204,0.4956035910281628,,,,,,
R83.0,,,,,0.4998902814856454,0.4982245230813362,0.5007553335766213,0.5040564158939932,0.5062709370307742,0.504540582116429,0.5008004651185857,0.49822004478205023,0.49988949820270406,0.4957739136050397,,,,,,
R84.0,,,,,0.49996272270499553,0.4985840654550974,0.5004450949827025,0.503953120611631,0.5063575817502604,0.5044737946517347,0.5005501876272768,0.4978640426133935,0.49984963056586024,,,,,,,
R85.0,,,,,0.49975894659736925,0.49905314867353173,0.5004224285874435,0.503758382678376,0.5063820971726657,0.5043615417402983,0.5002829017459758,0.49752028254210545,0.4998216079361071,,,,,,,
R86.0,,,,,0.499965080411538,0.4994545585970404,0.5003368925871997,0.5035963747063704,0.5063695243143245,0.5041965422476383,0.4999695331182966,0.4971143509858742,0.4998005340051044,,,,,,,
R87.0,,,,,0.4999479892083619,0.4998254002114349,0.5000337687874493,0.5033509560303141,0.5063395730567132,0.5040383345280024,0.49965272216952955,0.4968940236052575,0.499714462986444,,,,,,,
R88.0,,,,,0.4991677416440486,0.5002557552979666,0.49985997645868235,0.5032021161794188,0.5062299363597615,0.503857915812477,0.4993505892936686,0.49644962112407076,0.4997147219937368,,,,,,,
