,CR03,CR06,CR10,CR20,CR30,CR35,CR40,CR45,CR50,CR54,CR58,CR63,CR67,CR71,CR75,CR79,CR84,CR88,CR90,CR93
R89.0,,,,,0.4942334748339442,0.5005142506409895,0.49982778008968165,0.5030176645211577,0.5061396162390043,0.5036243794822168,0.4990524365732675,0.4963649692433083,0.49969120147548995,,,,,,,
R90.0,,,,,0.48529600273656465,0.5008440818498077,0.4997480094741426,0.5028505307345622,0.5059493181359872,0.5033943280920096,0.49876720431993227,0.49589090683678183,0.4996597194447654,,,,,,,
R91.0,,,,,0.4724777461566495,0.4993275559263895,0.49936781235060695,0.502578004647251,0.505784203201485,0.5031660705673054,0.49849228331546647,0.4959585534779852,0.4996406557892708,,,,,,,
R92.0,,,,,0.4551712315682881,0.49422797365088933,0.49884958975807914,0.5024215857707134,0.5055380778954552,0.5028892175127806,0.49823417057694097,0.4954087138699665,0.4995821691177299,,,,,,,
R93.0,,,,,0.43417630116023886,0.48471501525931243,0.4948865803910674,0.5018705181214893,0.5053410055031182,0.5026013563999854,0.4979870766179197,0.4951673180069345,,,,,,,,
R94.0,,,,,0.40894409943126303,0.4714668902841181,0.4870774654807702,0.49786605714379184,0.5036071776840035,0.5012862874522097,0.4975853499021818,0.49459862801604787,,,,,,,,
R95.0,,,,,0.37958633896306676,0.45397041333764476,0.4748979026786133,0.4900990058253736,0.4980567726471752,0.49611875746973216,0.49448094613239035,0.4911535466919769,,,,,,,,
R96.0,,,,,0.34643550951111346,0.4323569967628168,0.4590768867280591,0.47804348091764814,0.4884766863751536,0.4870058977371287,0.4874405778193039,0.4836484694966299,,,,,,,,
R97.0,,,,,0.30871044113758966,0.40688459691466417,0.4389748595720424,0.46213273416086337,0.474842727616589,0.4738555894477633,0.4764178173197712,0.4721851991529631,,,,,,,,
R98.0,,,,,,0.37710209340103396,0.4148658353965733,0.4422083054815357,0.4571384136453429,0.4564173791230033,0.46133571688331104,0.45697901591543016,,,,,,,,
R99.0,,,,,,0.34343265133450607,0.38690502553936146,0.41814760306449833,0.4354921155466588,0.43531405581358557,0.4424121767437336,,,,,,,,,
R100.0,,,,,,0.3055177906331101,0.35442050026605265,0.3902070727704123,0.40996443617575384,0.4101336599029853,0.41955419076014994,,,,,,,,,
R101.0,,,,,,,0.3181555625055918,0.3581257955843673,0.38017509140251254,0.38084385236983437,0.3925592713988083,,,,,,,,,
R102.0,,,,,,,,0.3220576468950187,0.3466805957543781,0.3477689826650755,0.36181698971889487,,,,,,,,,
R103.0,,,,,,,,,0.3088964949798319,0.31030954226409,,,,,,,,,,
