,CR02,CR03,CR05,CR07,CR08,CR10,CR16,CR21,CR26,CR30,CR35,CR40,CR45,CR50,CR54,CR58,CR63,CR67,CR71,CR75,CR80,CR84,CR88,CR90,CR92,CR94,CR95
R4.0,2.3743591673966686,2.404896682547164,2.3984135446148285,2.4261103885977997,2.420268944048098,2.4170243660713733,2.4138912819399163,2.4099321234974322,2.4090756478616724,2.4127250837167904,2.4205401280831538,2.432979671239608,2.4495611048923847,2.4687743641808937,2.482120560542062,2.4936915060935214,2.5114297569830555,2.531093155527295,2.5444616950685033,2.5432704709278706,2.501549880029358,2.4533288286737736,2.4207856293861645,2.4130795115376222,2.398137140494903,2.3640860177054592,2.4074783760825524
R5.0,2.4003248334151484,2.400935275003114,2.400740285753974,2.3986611395850335,2.4001735037301035,2.3998113013735027,2.400207305388143,2.4025498456547134,2.4060414156829686,2.4133292981577834,2.4203067258628828,2.4327346496032836,2.4507426570322335,2.46904091731372,2.4820856422264232,2.4928978377712556,2.50934244672223,2.527759300544815,2.541075688730703,2.541548104870572,2.4993757257731546,2.452905722041882,2.4203768501692355,2.4131116273569053,2.3987197583437716,2.3658316916089537,2.4071920940923484
R6.0,2.4013959651718193,2.4016702863412287,2.4012179270749696,2.4000717509049063,2.4009806684627497,2.4006537641250234,2.4007515976836613,2.4025581924125894,2.407003745041154,2.413754549422835,2.4214992101306816,2.4329730833097294,2.450373676516102,2.468320007695623,2.4815854271347444,2.4925347983494115,2.5075870048611915,2.524699453880149,2.5381147477587507,2.5381157992215106,2.499184388964755,2.452500399187441,2.419601519447898,2.4119438516846685,2.399591833790755,2.366802701362956,2.4080345347690164
R7.0,2.40188625744416,2.401918534238434,2.4004942634343447,2.3996191499295736,2.401689309314642,2.401297501574042,2.4008860266146064,2.403296266194235,2.407454213881167,2.414373717745765,2.4218324769000215,2.4327427367081063,2.449951778950766,2.4692336448340897,2.4805648093209527,2.4909675954761514,2.5058268892354376,2.5221245934517924,2.53502846871839,2.5364371655595317,2.497310227321147,2.4517841437717474,2.4191349192130613,2.4119643083063247,2.4004811201372727,2.3682347415650735,2.407083273662759
R8.0,2.401782336410197,2.4013685026004117,2.4008876178331438,2.4001656159114546,2.4013502560060007,2.400804024064272,2.401338202223998,2.4036951406621903,2.4070600543278937,2.414736504579214,2.421419747419052,2.432356406533327,2.4502544198172,2.4684568336957815,2.4810745987161402,2.489806318463863,2.504595180147999,2.5197182226444714,2.5325988627883,2.5347608089415163,2.495512937123795,2.4507796760002907,2.4190654592646794,2.4111908405009035,2.4021580606070922,2.3694569784327837,2.406735295780992
R9.0,2.4020380900266427,2.401399510449825,2.401267680919131,2.400470301145866,2.4023809960807676,2.4018514301243066,2.4021122193966056,2.4040307425080933,2.4082923967029615,2.4147874983812825,2.422021108126406,2.4330573722062803,2.4507091907106475,2.4681170114900275,2.480563209233801,2.4885753348039326,2.5019698288786465,2.517722418630623,2.529649924588543,2.5322127305546536,2.4954576606505823,2.4504646346608983,2.418806598426944,2.4110009924249844,2.403638005215296,2.371073268075045,2.4064994056431974
R10.0,2.401509585741134,2.4012715984969675,2.4020150407608507,2.400111571016391,2.4028615446460297,2.4016237327340946,2.402704936143749,2.405014809115042,2.408340424484214,2.414901857155605,2.4224262267682315,2.4335807944314434,2.449643411622519,2.4681192751182146,2.4802428850459335,2.4881009207056723,2.500993638635871,2.515140191330667,2.5270096509785143,2.5295447766735295,2.4944710198751587,2.4495049969901523,2.4180056182459326,2.411578102195474,2.405974380768955,2.3723984230183626,2.4063253375616678
R11.0,2.4026971014304976,2.4018813267455674,2.401861334039508,2.400564175342825,2.402134229018752,2.401776567731218,2.4031323265352973,2.4051860569491454,2.4086333880858573,2.4156207385014303,2.4221609995000195,2.4333753229549875,2.450540263634317,2.4685795635366836,2.4804330081184114,2.4878056355226357,2.4988132528170737,2.512417463630165,2.5236760926542727,2.5280336158890258,2.493531685252775,2.4496571582587725,2.4184110915383217,2.4105477857752766,2.4063581770960933,2.372626651632439,2.4061451048218516
R12.0,2.40137502415671,2.402377909111305,2.4019443527460584,2.3999930409333983,2.403696246279078,2.4023309479114876,2.403128078767221,2.405212990003214,2.4099579096717805,2.4162800550516703,2.422383438869834,2.4329419065488262,2.450656662749285,2.46821302198587,2.4786545239270428,2.4862535840537254,2.497702526001044,2.510183592329601,2.52072529154009,2.5259274428566836,2.492015800052933,2.447947837710063,2.416710532163918,2.4101030875019878,2.4082389393963823,2.374449479357976,2.4056908080628916
R13.0,2.402658319055896,2.403048160135445,2.4017864197675824,2.400359269911576,2.402510198808008,2.402760777968057,2.405001243594705,2.40626689598823,2.409705938696602,2.4153088563581537,2.421998437496238,2.433003899925744,2.449649019787129,2.467842213781162,2.4790088145050335,2.486286200233224,2.49620298319643,2.508012272555267,2.518329501620515,2.523776494695957,2.490518587505732,2.447388541089186,2.416141502715442,2.409689758085447,2.4092337839551288,2.3765788547542526,2.4050666771912383
