,CR02,CR03,CR05,CR07,CR08,CR10,CR16,CR21,CR26,CR30,CR35,CR40,CR45,CR50,CR54,CR58,CR63,CR67,CR71,CR75,CR80,CR84,CR88,CR90,CR92,CR94,CR95
R38.0,0.4918008382905566,0.5085651895710454,0.4990563261655163,0.49652757972702904,0.5064806266790343,0.5175250610803644,0.5113206893367802,0.5810552201566868,0.7314149481566876,0.8446172585396131,0.904944980094972,0.950679471064612,0.8988175555325454,0.8401904116053619,0.7469570574263137,0.6873615772455306,0.6701706555176683,0.6719582775542492,0.6655220456594705,0.6581147338654806,0.6440878934347087,0.6339123384856181,0.6259135450738823,0.5832425575598502,0.5471688019320697,0.5431995703236238,0.5386355137704572
R39.0,0.49245295931162464,0.5071398163250143,0.4995811624918972,0.4957068862515486,0.5067892746145356,0.5168423114204446,0.5086114415084507,0.5698476505661377,0.7134058731401419,0.8252356070061745,0.8846100547305398,0.9308014152127522,0.8809416971534525,0.8262627985226476,0.7351067272959946,0.6777019638916506,0.6612614313779724,0.6629037999793966,0.656682523483102,0.6489509227666231,0.6366256362427133,0.6272775453963082,0.6210898051792624,0.577562478408839,0.5414620931849288,0.5375979964293129,0.5335527937770567
R40.0,0.49247017299668777,0.5065336535252272,0.49807205565271156,0.49598634937790115,0.5067596488318706,0.5163926046068188,0.5061105439129472,0.5584996240094047,0.6954927545524919,0.8059242401968859,0.8644288100467358,0.911428461043411,0.863447945129414,0.8126707716285078,0.7234577621490058,0.6683309070594079,0.6521060363694938,0.6560159754555224,0.6479574351427793,0.639885335886711,0.6300830392827982,0.6209727271089203,0.616155898328104,0.5730246385694775,0.5360480184273612,0.5324879882180377,0.5297490126148804
R41.0,0.4899091301421406,0.5049886534228687,0.4973226238809562,0.49541208584755686,0.5062569039705386,0.5158066707152588,0.5034283308753816,0.5495223795951815,0.6784184729984907,0.7878239356525729,0.8455751799043529,0.8930761117958805,0.8471806702951857,0.7985584033479145,0.7125108939949895,0.6598242416600618,0.6448810202138109,0.6485046535631486,0.6389325342871679,0.631184130904007,0.6234416954074795,0.6152504434590274,0.6125435618161675,0.5695948644229948,0.5317861823455341,0.5283320831061264,0.5251457803684001
R42.0,0.4815873704187118,0.5025551648948097,0.49668318204069584,0.4954752707911444,0.5069110682257705,0.5149162797515732,0.5030773650034229,0.5416920748490809,0.6626021873046494,0.7701944987379327,0.8270899006510911,0.8747757449705401,0.8319918972073493,0.7861254450681918,0.7025734064276156,0.6508625964957521,0.6385216474120846,0.6416633555118725,0.6326395488945099,0.6238589227056842,0.6182660623055564,0.6104621035249044,0.6089645518239842,0.5664807631880401,0.5269182555656201,0.5240852985207274,0.5214862086520525
R43.0,0.47000109996577116,0.4949424658356476,0.4952335006522866,0.49485274504201815,0.5069446354627849,0.5143345514126314,0.501880197629559,0.5344158607024581,0.6477751453147575,0.7522158502180181,0.8089546477980777,0.8566752335729481,0.8169821284917019,0.7737854917626785,0.6923234204865769,0.6435223770716268,0.6309662197028805,0.6351613927003691,0.6250211274376968,0.617050190035853,0.6133856594541225,0.6055596962951867,0.6054298725438492,0.5646143705580312,0.5227684238421905,0.5206442917061583,0.5171867479365646
R44.0,0.4550851394380773,0.4836656788591929,0.49114685680324555,0.49506231093232145,0.5069321683458786,0.5132281289164401,0.5007735246912312,0.528573068344893,0.6330381293177946,0.7351821491922539,0.7915293007079777,0.8403640954241665,0.8023825438878288,0.7615066600867134,0.6834654413558362,0.6367209830495189,0.623737244336955,0.629448130047393,0.6191588804296618,0.6102934388829722,0.6085580305574786,0.6013610654585995,0.6027751977398093,0.5612494954845507,0.5198621251854488,0.5179338349848884,0.5155425292700654
R45.0,0.4343995834161478,0.46921684688975507,0.48237526739508163,0.49474145471179853,0.5060957980674986,0.5122197393862598,0.5004478734295542,0.5235241203091028,0.6198709940065757,0.7194708086036692,0.7752974954863714,0.8232029431521034,0.7883804585712251,0.7503475528701585,0.6750684453158154,0.6301962566922442,0.6179673023856322,0.6235714091925727,0.6133061947190761,0.6050673041034902,0.6049500459970152,0.5981745195728776,0.6001805899492919,0.5595766880005506,0.5165079873602437,0.5148119425931965,0.5099649361706395
R46.0,0.4103840538515795,0.4493454447410365,0.4702271934834053,0.49070883773521995,0.5055708309498309,0.5119771520481888,0.5003346017770758,0.5188621066183877,0.6078162114394166,0.7051123286778818,0.7597899673756342,0.8071419319593405,0.7754649177832105,0.7400029389320218,0.6664966935644772,0.6233583856676391,0.6127608446156592,0.6188867016936513,0.6083625955757701,0.6005179715638839,0.6018178785203393,0.5945184273416844,0.5980910597651293,0.5583313118087115,0.5144310456441591,0.5113369189307633,0.48367099554848375
R47.0,0.38100944076557264,0.4260999107865572,0.453797676755157,0.48327456980804984,0.5056830364561857,0.5097649951616876,0.5007574685584545,0.5149830708018611,0.5960449530620714,0.6902718041324749,0.7443313553951975,0.7923010252886963,0.7622326796903022,0.7298596806105885,0.6582834458236007,0.6181534470775241,0.6074297180395823,0.6142092503481512,0.6040480770332595,0.5957463555679089,0.598910488192185,0.5917302098846536,0.5966284959062601,0.5564723982966135,0.5115672161631333,0.5095135126279564,0.4591232684401611
