,CR02,CR03,CR05,CR07,CR08,CR10,CR16,CR21,CR26,CR30,CR35,CR40,CR45,CR50,CR54,CR58,CR63,CR67,CR71,CR75,CR80,CR84,CR88,CR90,CR92,CR94,CR95
R4.0,3.2940921289344516,3.294004680595557,3.297837282010538,3.310247066220116,3.3231586897509313,3.3384825865074235,3.3757317425818747,3.404209146312213,3.4193560463539034,3.4175064252975993,3.400880223009876,3.385608209246456,3.369054550189266,3.3323858484718003,3.285810797357229,3.2558261509508126,3.2957849312727268,3.406533371942956,3.4522175514276165,3.373487778005897,3.3146747286127476,3.3053274297966597,3.314026109830753,3.3152901691679046,3.3104561854633703,3.3053548032130498,3.301237615294347
R5.0,3.2938362698999986,3.2931750380873974,3.2980694368987615,3.3104795244976852,3.3229315668339567,3.338623858784708,3.375784412050995,3.404109278365626,3.4198333119955957,3.4180666868768865,3.4019892564758516,3.3867992304708485,3.370585344325444,3.333565014578394,3.2870247546534834,3.2571823322777984,3.2970902287224493,3.406657689744874,3.452821176716523,3.375632482305753,3.31571975315415,3.306153374583316,3.3143994035874105,3.3154531461477856,3.310477923547385,3.305338562009186,3.30117933791959
R6.0,3.2940432242578113,3.2934068000487056,3.298599748642763,3.311017214925208,3.3234151013283455,3.3390512031223443,3.375929008611031,3.403978487867772,3.4201664168021435,3.4187890151946188,3.403011239237826,3.387883054508091,3.3718667452029347,3.33456347252532,3.2882325849191743,3.258491841058991,3.298254633474188,3.406980328480861,3.45467224858594,3.375600618884915,3.316152427985391,3.3065157196253163,3.3145644184211993,3.315584345729145,3.310473164918694,3.3053133146144678,3.301124490936093
R7.0,3.294300730593939,3.2936719642178116,3.2991207281238517,3.3114679487573,3.3238265251025094,3.3394342079022517,3.375960122586619,3.403733138096581,3.42030593676206,3.4192679343382557,3.4038706961101384,3.388846041924506,3.373050806031109,3.3354616745755363,3.2893693708278384,3.259769901084527,3.299442971215618,3.407425788055678,3.455593271045732,3.3760370252912626,3.316781402180337,3.3069969920107436,3.3148575384132934,3.3157336072897894,3.3105218908603593,3.305308156277347,3.301087854607731
R8.0,3.294611252734974,3.293965179101768,3.299604329529159,3.311847166125284,3.3241914143524474,3.3397679732178305,3.375916530877942,3.4033662090395707,3.420260055071513,3.4195757138503007,3.4046003637983753,3.3896670668518807,3.3741018760291492,3.3362637071265335,3.290447588554967,3.261032573340439,3.3006917049215168,3.407957772909712,3.455631786275097,3.376761117956103,3.31744204804659,3.307500851968146,3.3151634192720043,3.3159180757440496,3.310591264634987,3.3053364455183747,3.301087063780952
R9.0,3.149113803304521,3.1636652600197976,3.184653816062685,3.1758644427139373,3.192322451117032,3.2003152948878424,3.221876116765186,3.241403883548618,3.2558855303077316,3.25457893149314,3.2485908772753027,3.2432897359961523,3.2428581819388724,3.2347947129314303,3.2371857092804426,3.2612865945125837,3.301917615769339,3.4085437500987137,3.4556743130618974,3.377464375482359,3.3106952543790276,3.2372081453955377,3.1997174757379243,3.187718722374757,3.175510406937161,3.1657509862571485,3.1622542102021316
R10.0,3.009735766600849,3.015203053914447,3.02517797177783,3.0308245838749746,3.0445487250657055,3.056876405650344,3.085682099198109,3.1092781044576023,3.125176457719786,3.1252599236000007,3.1144351631444054,3.1029194470019053,3.093124612909595,3.0693127720342566,3.0493027299901994,3.0623069085206396,3.1682071140414987,3.2876525398193253,3.3110852452634982,3.211194884722165,3.1075494972141238,3.0592650024353567,3.0434852447209577,3.038087045371369,3.029751999071038,3.022345583976611,3.018516369131331
R11.0,2.996013527095731,2.996135627969363,3.000771778057363,3.0123817134480544,3.0247763475075793,3.039784536122273,3.0724251959262237,3.0965772700953966,3.1130376842416605,3.1138222245781177,3.101999504208091,3.0882622032429237,3.0742686379043582,3.039992590963357,3.0011398900798,2.9774920382819494,3.037098393152165,3.14606622582234,3.1792698915773867,3.0937002895885675,3.0218594379413926,3.0078936708015545,3.0135006895174232,3.013577304919047,3.0081243855171396,3.0030855595773325,2.9989350694964516
R12.0,2.9963067714636304,2.9961124734498528,3.0006892774393554,3.012015323164142,3.024277037961219,3.039126254989447,3.0711666346080153,3.094800513566324,3.1114020244001828,3.112375476934494,3.1009288373146457,3.0872474862371773,3.073525541783155,3.0391276384133397,3.0007550088403816,2.9754038580395994,3.0113204461496075,3.105713998727687,3.1455129205832253,3.0745027584394937,3.018846090347687,3.0082080709738275,3.0137456252608263,3.01374776348677,3.008216050680949,3.003150310224207,2.9989660342302993
R13.0,2.996585892296346,2.99607906212975,3.000606320737507,3.0116537436043203,3.02378508827876,3.0384688235480013,3.0698949295081848,3.093028867401473,3.109770920963713,3.1109438473092577,3.0998662916248736,3.0862391932628763,3.0727662899889863,3.0382653027918547,3.00037146341194,2.975383071635885,3.0114955659712654,3.1055754999674132,3.1452352148198113,3.0747491967765948,3.01913753358455,3.0085070405587686,3.013976910579043,3.0139082462881746,3.0082978023920717,3.0032086057459004,2.999013758815683
R14.0,2.99685877486164,2.9960547767739065,3.000526255096212,3.0112933635052315,3.023285221029879,3.0377952151475656,3.06863853446094,3.0912856999106544,3.108152958186235,3.1095240797743684,3.0988025897328813,3.0852439162691283,3.072008645893439,3.037412560243899,2.999993033487287,2.9753526049666474,3.0116693734590836,3.1054182869234466,3.1449647458051375,3.074990677905147,3.019441153593624,3.0088256762890557,3.0142108889723223,3.014063700153252,3.008374259054106,3.0032635974387527,2.999049699722523
R15.0,2.997137761851944,2.9960152538016454,3.0004580455974734,3.0109260176613097,3.022795379821253,3.0371391691449507,3.067397197207114,3.089535634412362,3.106553282459124,3.1081087769982254,3.097747005403091,3.0842501304741425,3.0712566803499413,3.0365660548334303,2.9996037104536,2.9753233952667353,3.01185105404894,3.1052673929363026,3.1446942542324754,3.07524419282505,3.0197389147271583,3.009132252204401,3.0144344013846607,3.014212436610036,3.008455755747654,3.003323808776957,2.999085640629418
R16.0,2.997399796763505,2.9959636764364137,3.000380734057984,3.010564330369297,3.0222964633278435,3.036484672292279,3.0661488110159167,3.087805955405297,3.1049590682339296,3.1067054299788146,3.096701574711378,3.0832623333913207,3.07051588059889,3.035718169604235,2.9992196857539772,2.9752941796337224,3.0120308500767363,3.105103028377197,3.1444085273744413,3.075500202855458,3.0200355425029057,3.0094325344814794,3.0146584811700756,3.0143629073382203,3.0085245244590006,3.0033727808026214,2.999115484015792
