,CR02,CR03,CR05,CR07,CR08,CR10,CR16,CR21,CR26,CR30,CR35,CR40,CR45,CR50,CR54,CR58,CR63,CR67,CR71,CR75,CR80,CR84,CR88,CR90,CR92,CR94,CR95
R4.0,4.015608577699828,4.177852103667076,4.290174712581501,4.423735641026762,4.562515335680249,4.863586471626712,5.405740984575742,5.7725346001080435,6.023424073008456,6.154244039406887,6.157786928898997,6.140579988209349,6.072232259098812,5.9462424617628535,5.803762257395891,5.723345687494748,5.9529816490865235,6.297319626108319,6.85740559421317,6.9140013712690385,6.194654758972259,5.552046308836817,5.173532870022672,5.059955153321861,4.973144555132906,4.9091354825024105,4.851669688107152
R5.0,3.865054581616507,4.006193394206442,4.11083352401496,4.236196660067014,4.362172521349617,4.656395754210273,5.164774747540802,5.514528647652236,5.762492229488174,5.887032005955574,5.879314825471825,5.866374879431302,5.807922170579721,5.687977912054742,5.5547093174753766,5.484397394074936,5.718117861121982,6.067506104239779,6.621199227577415,6.671976341787802,5.954563351444363,5.328027772042796,4.954589446634133,4.848455946367375,4.764339628545818,4.701468130091279,4.644161355314687
R6.0,3.727523321754597,3.8574098101617,3.958430240915748,4.0740262952850825,4.18964381987703,4.469621913109957,4.944280133144202,5.274767928871743,5.511175336909412,5.625416047475813,5.627137665987756,5.608855203412055,5.5552773753182425,5.439476962823144,5.3209020947334045,5.259180960524008,5.501372538744455,5.8448317360730675,6.409149135774249,6.433868426062304,5.7197516829594255,5.106836930326192,4.749573507047201,4.653464150249565,4.569399800382173,4.509031975443077,4.451870810860172
R7.0,3.606351835915529,3.7236206108407495,3.8155312036854485,3.9216851065616445,4.028932106681768,4.294118806391423,4.738092194693093,5.046744060679545,5.274478614303911,5.385376005897908,5.38684153122289,5.365257633140052,5.315470754499644,5.201694265925952,5.098172610054012,5.046670517618691,5.29088569506632,5.635055578196459,6.194980512739455,6.209738964724714,5.498908936995468,4.903114248176145,4.561838006866362,4.465888023029744,4.388355395828379,4.32869426477635,4.278420254390035
R8.0,3.495289348657347,3.6036046816335463,3.685722034431273,3.7815942282196096,3.882402369520714,4.127478810445067,4.540054034080044,4.833184908666986,5.0461260360420495,5.148957354395302,5.152924372931168,5.134456056404582,5.0869336051160365,4.985390315610924,4.88936275994241,4.843666549338956,5.096388590335571,5.439581129162088,5.9867373355493045,5.988916593483048,5.282911699895433,4.709006948193298,4.384427578830382,4.296135663355789,4.217689203093382,4.16639927375439,4.115464101977976
R9.0,3.3972271429209555,3.492435316627097,3.567611969077308,3.654357382757718,3.74766324512917,3.9749775139455514,4.35473087285834,4.627679481018425,4.833000081512939,4.931715385262054,4.9338204598675075,4.915545429015231,4.871250138402621,4.7759541408433455,4.689052882793945,4.65313140904959,4.906642860684099,5.250419582176801,5.785477658100778,5.775795084805293,5.079517930501914,4.5263798923184275,4.219485671710076,4.135129698224726,4.062458465367776,4.011629007238247,3.9638847342663306
R10.0,3.310196176446534,3.3945103356011117,3.4600166875701657,3.5397274332661164,3.624511963346216,3.8323924012428208,4.183878155291321,4.438621918855729,4.626752260682211,4.7246483598042,4.727271809429658,4.710234059447268,4.664191009025562,4.581559763833307,4.498514756708437,4.473684085275568,4.724540482935065,5.064530471705288,5.5910861546027935,5.5700708556065734,4.8858079457083345,4.356990211834737,4.066199976977687,3.988390529774147,3.919745559988518,3.869922887683289,3.825917842573317
R11.0,3.2339980409435216,3.306752027503355,3.3647847520621093,3.437334340892968,3.514154517166173,3.701064635694362,4.025662980498695,4.263643829189351,4.438526833343104,4.53058787104143,4.532994394647041,4.521702499899772,4.4793645317878985,4.396721966418693,4.327296826747397,4.30307965852999,4.55746318891526,4.887382901423178,5.408089221351051,5.373752475500785,4.702655251307877,4.198527389401562,3.923475559885031,3.8482235376494986,3.7852391598660167,3.739735128846818,3.6992929533795196
R12.0,3.1705763798244173,3.2328852890331756,3.2813664018904407,3.3455481505006817,3.4148972982848185,3.5849958464551617,3.877440969903384,4.098735146247056,4.2628845034661005,4.35047063219167,4.352493091338428,4.3374557203263695,4.301379220386199,4.226662344118443,4.1617319457107245,4.144720677561122,4.39610434675048,4.723624233134251,5.229535644108137,5.188633803402978,4.528247218156373,4.048166784487019,3.7919989085005903,3.7215381479237233,3.662318863437681,3.6192703728766698,3.5819828326762746
R13.0,3.117873025147652,3.1683111872620757,3.2120924337324563,3.2673265257026847,3.3275265924074775,3.478601777665171,3.745866359029123,3.946642912667729,4.0988391984355586,4.18198767779113,4.184656147592698,4.171246192235023,4.136346964927602,4.066638162213848,4.0097441102809395,3.9970364812693795,4.24395925881459,4.565645438766702,5.060497278494867,5.004775229779427,4.366933188396445,3.9086467788192945,3.670734803607472,3.6061385258784138,3.551012852745418,3.5113515972561706,3.4764307284700773
R14.0,3.077962478883448,3.1171569847572194,3.1515396215291767,3.1987711079902694,3.253069800489996,3.3853657330340514,3.624549733050307,3.80896312145868,3.9496246140341533,4.025648961691358,4.028143926004691,4.014332726127902,3.985667401338881,3.921373210651905,3.8681467233002107,3.857949436673042,4.102745472764333,4.419450724095817,4.898445330477208,4.8342687850605195,4.213753802710582,3.780494090032931,3.5588582118001675,3.5010913948357767,3.450218524959474,3.414973555476274,3.3820462162836513
R15.0,3.0482450031005364,3.0757695284629474,3.103513099244415,3.1427956939379467,3.1896341192815574,3.3031824653232884,3.516526630219126,3.6832738055556895,3.811224873003507,3.8821795544730793,3.8849082286833503,3.8703793654133314,3.8460982564213935,3.785089995803838,3.7376181123630454,3.7303801552026274,3.9706758385667174,4.279218405694394,4.743644222629932,4.66991593090146,4.069229976620258,3.6613869455513655,3.459177071556697,3.4074003133546973,3.36065746428238,3.328118132366958,3.2987512093683984
R16.0,3.030809090387265,3.0466327836212628,3.067666054798382,3.099304856807923,3.1365654069657176,3.234195180429721,3.420548565076245,3.56939358735309,3.6853760972861784,3.7524088234432473,3.7537854849010475,3.7404329324439876,3.718877165849252,3.6603712165118556,3.617781154525887,3.6136521250891844,3.8480700328529345,4.148662434557934,4.596610105841422,4.5142837424874935,3.9342081246049463,3.552945854623507,3.3705703358412005,3.3241135516805147,3.2816724737892304,3.2521414996407265,3.2275960764105
R17.0,3.0234337684340358,3.028012166373979,3.042016601581576,3.065767017821812,3.0975382322518112,3.175840231263865,3.336796157613476,3.467294413498272,3.573962490425216,3.6340722271078185,3.6350862794627727,3.622206923712976,3.6030377608058233,3.5483685906448326,3.5095591144388036,3.508836609890023,3.7326401241073244,4.024186337326109,4.456400937302178,4.367982222039385,3.8094735678986416,3.4556728411683575,3.2924246148380196,3.2515457037869364,3.213643304619797,3.188582132707968,3.1659641544131585
R18.0,3.023794270763129,3.021199107169504,3.028680490648429,3.044620714540325,3.068265143941272,3.129042298865962,3.2648248859095954,3.3796080842048513,3.473854401896811,3.5272483325478197,3.528466725670052,3.5150935226036024,3.499027600310132,3.44802131250602,3.412578366908955,3.412372441202895,3.6277833345419714,3.9086557728753624,4.324837090935269,4.22732392817794,3.6930655382321596,3.367552755585547,3.2239035777125604,3.1891173169915352,3.156831488123339,3.1338437351183193,3.1151134873012567
R19.0,3.0235139733368643,3.021064521097387,3.025370860972178,3.035322075838924,3.0509985733591414,3.0947297941908474,3.2048937164073075,3.3029915462240207,3.387109749798737,3.433962908997657,3.4342701182954354,3.4227669683205724,3.4072692746562856,3.3596111027305104,3.326302782283026,3.327036052387432,3.530676081736462,3.800710621740353,4.199222803404206,4.096507649837181,3.587179936867776,3.291658040850637,3.1681750625748455,3.138068676887312,3.1102153334700615,3.0920744919037317,3.0754890614265267
R20.0,3.023421095847165,3.0207301007586205,3.0250448647874193,3.033886901079159,3.0460154990150112,3.071390017974344,3.1572719696806724,3.2379369944163194,3.313005733336277,3.3529531263270136,3.351785210722137,3.340957820077185,3.3269750068890778,3.281251586972056,3.250818750223034,3.2513021185937445,3.4424918189127345,3.7016101281328884,4.080317311396387,3.972447372812103,3.4895371072646912,3.2239117702256683,3.1208914681714535,3.0978305656878917,3.0756828134658396,3.0606482715505927,3.0482958158473417
R21.0,3.024146474029118,3.020263158728758,3.025307060272531,3.0334202632363105,3.0459823267286534,3.0600348645526148,3.120940443710815,3.187133406601575,3.2494216879416586,3.2829399610476626,3.282702773587191,3.2712113957055027,3.2581186911645803,3.215171247539665,3.185574000428589,3.184572621139256,3.3621815311750134,3.609630879414893,3.969402332895288,3.8580915138552725,3.402627638251994,3.1668522748265175,3.0849997173638686,3.067530241241217,3.0504259545712067,3.0387389617109157,3.0311297475487566
R22.0,3.023836715465477,3.020754483193908,3.026063829389546,3.0343410971387126,3.0445096663744176,3.058569778609516,3.096566820504715,3.1457271346995515,3.198443911526673,3.226864538583499,3.2247259336143443,3.213630044677282,3.2015322025250086,3.159628236987806,3.132035540836672,3.1296851552101863,3.29151055456785,3.5265263612267996,3.8656016477134205,3.7501288741737624,3.325798771902654,3.1205614870132203,3.060445468043646,3.0488537373467284,3.036951569247718,3.0302405470013527,3.024153583153414
R23.0,3.0244844728109155,3.0208814425005093,3.0250753463828945,3.033116063104078,3.044560003782664,3.0568925733562353,3.084882633619032,3.1182789825480612,3.1599591653164927,3.182194737194888,3.179189159145079,3.167127759462785,3.1560937176318906,3.117028693908886,3.0880286011163736,3.0841879516715545,3.230160946313875,3.450496865944166,3.769229174594882,3.650845418583906,3.2573012023919072,3.0841140432069065,3.0455006249580645,3.041729256847247,3.0345584390666773,3.029730878537729,3.0248270949613123
R24.0,3.0247525843755745,3.020384901351844,3.0242446433709467,3.0323982893065677,3.044108198623445,3.0568249955016014,3.081320960594972,3.1034728059912493,3.1333754791513915,3.149124263992326,3.1452951616218296,3.1328585737226855,3.1219992803098022,3.0849517654405876,3.0554423005277647,3.0486185152728473,3.176953028113928,3.383337089573269,3.679587489669907,3.5606455904772867,3.198770107756483,3.058265401891022,3.0414783038687854,3.040902414828271,3.03478651658443,3.0290218043797044,3.0245666392083628
R25.0,3.024703415153985,3.020881885166446,3.0246809724562302,3.0322551012306045,3.042774620403057,3.0560770531583272,3.0809266828507944,3.098696042925627,3.1194467803725576,3.1280656766323274,3.1233838343371696,3.110912774352053,3.100572618173975,3.063364586214347,3.0335232803120227,3.0228461829129327,3.132985918061614,3.323489553703774,3.5968986453251475,3.4783588848275473,3.1497421329208213,3.0432065232528274,3.042285690971208,3.0408733182165646,3.034561494512665,3.029289426382429,3.024959876625535
