,CR02,CR03,CR05,CR07,CR08,CR10,CR16,CR21,CR26,CR30,CR35,CR40,CR45,CR50,CR54,CR58,CR63,CR67,CR71,CR75,CR80,CR84,CR88,CR90,CR92,CR94,CR95
R4.0,3.1586298350927433,3.2155156875042614,3.1959337126911067,3.294194979052621,3.3269594851927553,3.4928009413495427,3.792198453661349,4.088364544257295,4.395834477307114,4.581278211881279,4.670662041744465,4.71442306766394,4.742393725051901,4.731686041165495,4.662222146596382,4.705793497017438,5.00918382162442,5.531849878358944,5.74032519596165,5.726253049821311,5.593666677053087,5.6811369080087655,5.920390538039184,6.054633987149458,6.253455155732988,6.425691319366154,6.692102758610026
R5.0,3.071378623466484,3.109767158959219,3.0934962348013704,3.153256446223738,3.1816527683904186,3.330860267010472,3.6006055055250896,3.8764037364811763,4.158075507466589,4.334441665723189,4.415992159828462,4.459348007050413,4.487733731419747,4.471601501527969,4.4205517344411325,4.464184965425724,4.765592950197124,5.276623678345841,5.475923019939733,5.442641398829076,5.3040921779747405,5.390710971198314,5.606645117275175,5.7293916902572235,5.90493711945406,6.075035046835166,6.3334145467308565
R6.0,3.019673764089512,3.040679429284629,3.035370452832788,3.073351522795685,3.0940335713265426,3.2111562495811166,3.444014060821041,3.6911165517002726,3.9544149916014417,4.121402837972917,4.193830513412557,4.236676660425948,4.262619914326866,4.248869189918999,4.2015839464558695,4.249760352415728,4.543896861819688,5.041470986344518,5.223810103802967,5.180143773020504,5.036778933121839,5.110492262123659,5.306111431413946,5.42402586741557,5.584634678061231,5.7446113882686065,5.985656371952508
R7.0,3.0017221825225078,3.008576548587399,3.0090870950027595,3.0276758084730133,3.041426666535347,3.126442611523392,3.3241969113759207,3.542255109237521,3.778142650697371,3.9318763757503374,4.001067246309731,4.040038712005486,4.062108507145357,4.049010154067,4.008625339685253,4.060152306786308,4.348842205728695,4.827620488874971,4.9967879522664935,4.943133675510641,4.797962621080407,4.8524203190409105,5.0352736874509,5.142848381321936,5.295091408394701,5.443740150812632,5.665731796495432
R8.0,3.0028387581805323,3.0024238182444654,3.00524637753909,3.0087856532965866,3.014942712019032,3.0707132001106294,3.2311947817947986,3.419241201531744,3.6290950524213286,3.7670860781338824,3.828580158586094,3.8625031392715896,3.884478127278285,3.8684316602520354,3.837278867335222,3.890381511652535,4.167512081274539,4.629256113355567,4.788252107618421,4.727666170952973,4.57513883183366,4.618737869504103,4.7842785025283625,4.886603445067839,5.023648145096586,5.1608486476548014,5.368857491478938
R9.0,3.0027795824555006,3.0018541900370193,3.0064653162477257,3.0063447612682737,3.007224704983016,3.033624286954726,3.1554829520750185,3.3145263759108397,3.49837871638282,3.619364668465719,3.67422266140507,3.704633257242697,3.723467883788651,3.7117999772200805,3.684340026259019,3.740817814418149,4.006039994763829,4.449054310510161,4.592347542684219,4.524430025788899,4.370633752393087,4.400465267246254,4.548563304322954,4.643139789847225,4.770632229137327,4.89842973047742,5.091602387958238
R10.0,3.002430409368293,3.002603855504242,3.0058075470199364,3.0060581807208866,3.0079397271125297,3.0126468302688525,3.09741339116173,3.224804531259197,3.382054018092869,3.487784461545224,3.536854675251666,3.5618458959161496,3.5789306689270437,3.569501453026812,3.5501760218889826,3.607044965059879,3.8612720575910267,4.280788415166638,4.410900004423869,4.342457970992176,4.1862675536265455,4.206305176004055,4.331397413828981,4.415545050908934,4.535521317130294,4.652357693088383,4.832569948285118
R11.0,3.002327717274721,3.0022056600285105,3.0063687855179357,3.0067571226467846,3.0071686842244967,3.0075305610495637,3.0530112722248517,3.151643703483312,3.2816876970087527,3.373465294956281,3.4130996936335296,3.4373252306016706,3.4542443766770408,3.446788176487172,3.435496813529795,3.4922849917355485,3.7315153137821113,4.127398509255627,4.246963620442085,4.173394143834401,4.012761319398311,4.025247368356012,4.132030489948275,4.2115372627661944,4.315470684183358,4.422284225327737,4.58958060445576
R12.0,3.0021008326337464,3.00332601951915,3.0058301167668384,3.0063060729332785,3.0074049138035504,3.007398953287404,3.026491022788939,3.0936370263970367,3.196929747273022,3.274259816333252,3.307797813235743,3.3279069916965387,3.343704248273184,3.3401879547791187,3.336924650386594,3.394440036375021,3.6188101557074512,3.98701408584197,4.094773845209421,4.016969992393298,3.859725706225185,3.85968726616056,3.9555094399822717,4.020939498241322,4.117028071136226,4.212197978043372,4.369163226975811
R13.0,3.0035109074260564,3.003098375279051,3.0054271746101544,3.0060808849939202,3.0080094165511966,3.0081704562099114,3.015663533354549,3.052675300272364,3.1274487247528504,3.1893578133848863,3.2187831366105764,3.2347312012923912,3.249729133985231,3.2510775001846035,3.254408866801087,3.31411864670472,3.5214849801519184,3.85847554827244,3.9571047704480327,3.8767798459957095,3.7202315220458333,3.7120319901717256,3.789515409281986,3.8471392325856586,3.9330404330426814,4.020557040043771,4.163173708925971
