,CR02,CR03,CR05,CR07,CR08,CR10,CR16,CR21,CR26,CR30,CR35,CR40,CR45,CR50,CR54,CR58,CR63,CR67,CR71,CR75,CR80,CR84,CR88,CR90,CR92,CR94,CR95
R4.0,2.491313752046619,2.5261554927857595,2.497599516031906,2.5128017248265873,2.495490675113058,2.4814414193852294,2.4685339951616405,2.458619687267295,2.450444594035166,2.448995509153831,2.4511768107404728,2.457245857332315,2.471204782449264,2.477434140955926,2.473160315453151,2.462810164943358,2.454305405382163,2.452177157205539,2.4603080102349835,2.473187995495621,2.4569299949132097,2.42838961461608,2.408032922943359,2.404811059847429,2.446606215774997,2.4566688736187783,2.4022312495088136
R5.0,2.4289016752793757,2.4250711222376764,2.411022825766355,2.4059592711780042,2.4125919172371497,2.414860135190431,2.422712759253478,2.4257882388931242,2.4326201643415297,2.4389105973339316,2.4442150398609384,2.4533896991566335,2.466631395913231,2.4737111103375335,2.4695745911301965,2.4619120436875037,2.454354562544944,2.451650286055531,2.4608705656521965,2.4722649000641144,2.456835421689541,2.4281825369538583,2.4082894913864914,2.4051546214746415,2.4438871691268194,2.4556760712476557,2.402659812727367
R6.0,2.4029926079004342,2.402334932796875,2.4047313483714094,2.4058549148152126,2.412548652466953,2.414350546494591,2.4217841026266274,2.425754683227727,2.4322011859368,2.4381476521391843,2.443575513192732,2.4527832206395,2.466290105483207,2.473290559051356,2.4697027800803966,2.4618716524900455,2.453540114109337,2.4507057303155575,2.4592028401844828,2.4726547686686753,2.4563246219986445,2.4283466247070673,2.4085671493810628,2.4041426377220163,2.4423511585487367,2.455389653921443,2.4016720380070975
R7.0,2.4034120055470174,2.402642852244904,2.404482408580982,2.4048357042044772,2.4122132184138496,2.4151575170541584,2.421887605468276,2.424967670010318,2.4311193605460093,2.437211761645426,2.442837221402251,2.451636422918811,2.465446823420706,2.472551047215761,2.4694650614971247,2.461776762977754,2.453659402158546,2.4500102545035847,2.4589669357319752,2.4712670970662414,2.456007568819757,2.4286442096922434,2.4077444944893953,2.404594807899068,2.4400014513934303,2.454138301494191,2.402183734305929
R8.0,2.4029557490124853,2.4015733298080923,2.404038821261644,2.405283530854306,2.411047849770724,2.4141912218661896,2.4207956792922607,2.4244993031960886,2.4305215303820678,2.4372082392548835,2.442109051785735,2.4515262976804126,2.4655345309808205,2.4721191916596634,2.469548927590677,2.461033307763395,2.4528022117341983,2.4501096268138967,2.4580478084907855,2.4708094269949563,2.455739116443371,2.4281739164631038,2.407807929374603,2.4038539350297814,2.438541543928621,2.4536881762474607,2.4024305787131692
R9.0,2.402220466361063,2.4012500916636026,2.403275861519169,2.4048148561898453,2.410911325350008,2.4133490089619305,2.4204715497367135,2.4237229567776226,2.4301095026089907,2.4369820280132424,2.442763475702368,2.451604179132165,2.4640226312568903,2.4718208892554867,2.468697401683392,2.4604308038026845,2.4524598895235132,2.449383616883332,2.457912663817136,2.4709507268637374,2.4560643827197057,2.4280099395097996,2.4073109690700014,2.4042405016786033,2.4360996714776806,2.4526866869708415,2.4010157319402996
R10.0,2.4014847520243636,2.401562903890298,2.403376368887181,2.4049850968806057,2.4108258610505415,2.41387087638302,2.4205665002828582,2.423128329269158,2.429946522583699,2.4361458240819185,2.442053136081402,2.450543461482492,2.4636048765594296,2.471742827099793,2.4677553364238727,2.4601708083445746,2.4517150637970144,2.448348433437057,2.45605344717347,2.4696906195099606,2.4547021724340006,2.4277855497173486,2.4081388701991897,2.403652552671602,2.434837993943274,2.4528820002248692,2.4017787336367062
R11.0,2.401936677573348,2.4014441299500313,2.4031526400651844,2.4042769674672555,2.409884097378899,2.4128645544741065,2.4201102388198206,2.4223065734410594,2.429781697684701,2.4363347942895475,2.441380482396895,2.4498767819696323,2.463588817862736,2.471311679052591,2.4675275754227957,2.4592696516583286,2.4507900479776614,2.4483125733515574,2.456176879702522,2.4688715336693354,2.455393463633545,2.4272091730734924,2.407609012887283,2.403619224605639,2.4328358394298233,2.4517475413342718,2.4015200900814193
R12.0,2.4024174384126047,2.401757700754801,2.403204315439441,2.403827708088022,2.4096379605390443,2.4126175101400804,2.4193464469811823,2.4220782565059107,2.429276887015673,2.4347095134379675,2.440599300563012,2.4488970950171955,2.4632629160060433,2.4705472306704808,2.467371388337344,2.4591152699434304,2.450716342354095,2.447609823795633,2.4563548037400817,2.468374441041078,2.4542177125201445,2.4274727855983844,2.4064558058795127,2.403665902285082,2.4304866358655115,2.450841899138744,2.401272543843618
R13.0,2.401487763558752,2.401522714006319,2.402959513451574,2.403966590131516,2.4093678139276817,2.412631780196655,2.419274021388797,2.4205869564496396,2.4286037844124495,2.4346042972227533,2.4403891890742915,2.4490357831855016,2.4616637346421206,2.46988427708418,2.4671038615742673,2.458303222701778,2.4506282137866298,2.446516515878736,2.456007008874991,2.4690791811477086,2.45479597418869,2.4270641198506073,2.40755223737138,2.402783744324997,2.42974434810907,2.4511542222228733,2.4013576021239587
