radius;section;value
91.0;CR08;
92.0;CR08;
93.0;CR08;
94.0;CR08;
95.0;CR08;
96.0;CR08;
97.0;CR08;
98.0;CR08;
99.0;CR08;
100.0;CR08;
101.0;CR08;
102.0;CR08;
103.0;CR08;
104.0;CR08;
105.0;CR08;
106.0;CR08;
107.0;CR08;
108.0;CR08;
109.0;CR08;
110.0;CR08;
4.0;CR10;1.2745903870244308
5.0;CR10;1.225912512686203
6.0;CR10;1.176753978152299
7.0;CR10;1.1298033282945814
8.0;CR10;1.0819342101322311
9.0;CR10;1.035547932679887
10.0;CR10;0.9918761928938314
11.0;CR10;0.9496751025597964
12.0;CR10;0.9096086091684475
13.0;CR10;0.8716173576510872
14.0;CR10;0.83554625262842
15.0;CR10;0.8007523944898545
16.0;CR10;0.7682546902181678
17.0;CR10;0.738006963907623
18.0;CR10;0.7106583315275415
19.0;CR10;0.6844579950498905
20.0;CR10;0.6605153873117564
21.0;CR10;0.6386339864871177
22.0;CR10;0.6196812989332802
23.0;CR10;0.6023237487308851
24.0;CR10;0.5869869341201217
25.0;CR10;0.5738580340452547
26.0;CR10;0.5618875888659266
27.0;CR10;0.5524160013156701
28.0;CR10;0.5439239046155558
29.0;CR10;0.5365152974072527
30.0;CR10;0.5310642867185269
31.0;CR10;0.527675708344074
32.0;CR10;0.5241590503673131
33.0;CR10;0.5216860735352957
34.0;CR10;0.5191716323391565
35.0;CR10;0.5187601108160488
36.0;CR10;0.5190256658339415
37.0;CR10;0.5180224767009238
38.0;CR10;0.5175250610803644
39.0;CR10;0.5168423114204446
40.0;CR10;0.5163926046068188
41.0;CR10;0.5158066707152588
42.0;CR10;0.5149162797515732
43.0;CR10;0.5143345514126314
44.0;CR10;0.5132281289164401
45.0;CR10;0.5122197393862598
46.0;CR10;0.5119771520481888
47.0;CR10;0.5097649951616876
48.0;CR10;0.5084962443803513
49.0;CR10;0.5079209429662472
50.0;CR10;0.5065551120523902
51.0;CR10;0.5021378009480871
52.0;CR10;0.4948654167392197
53.0;CR10;0.4833575365715114
54.0;CR10;0.4665437996666108
55.0;CR10;0.4454169577757462
56.0;CR10;0.4217324495188025
57.0;CR10;0.3924436902607772
58.0;CR10;0.3586534529239059
59.0;CR10;0.3220082967501871
60.0;CR10;
61.0;CR10;
62.0;CR10;
63.0;CR10;
64.0;CR10;
65.0;CR10;
66.0;CR10;
67.0;CR10;
68.0;CR10;
69.0;CR10;
70.0;CR10;
71.0;CR10;
72.0;CR10;
73.0;CR10;
74.0;CR10;
75.0;CR10;
76.0;CR10;
77.0;CR10;
78.0;CR10;
79.0;CR10;
80.0;CR10;
81.0;CR10;
82.0;CR10;
83.0;CR10;
84.0;CR10;
85.0;CR10;
86.0;CR10;
87.0;CR10;
88.0;CR10;
89.0;CR10;
90.0;CR10;
91.0;CR10;
92.0;CR10;
93.0;CR10;
94.0;CR10;
95.0;CR10;
96.0;CR10;
97.0;CR10;
98.0;CR10;
99.0;CR10;
100.0;CR10;
101.0;CR10;
102.0;CR10;
103.0;CR10;
104.0;CR10;
105.0;CR10;
106.0;CR10;
107.0;CR10;
108.0;CR10;
109.0;CR10;
110.0;CR10;
4.0;CR16;1.4868918587919988
5.0;CR16;1.4420008704420446
6.0;CR16;1.396117919617907
7.0;CR16;1.350133012556256
8.0;CR16;1.303944638415347
9.0;CR16;1.2578913629407018
10.0;CR16;1.2129564854364068
11.0;CR16;1.1681198509275272
12.0;CR16;1.1238629098670745
13.0;CR16;1.0803607857559987
14.0;CR16;1.038504010290365
15.0;CR16;0.9980979078914616
16.0;CR16;0.9574265387426456
17.0;CR16;0.9198940670026682
18.0;CR16;0.8829179313367669
19.0;CR16;0.846894269914541
20.0;CR16;0.8141237592401188
21.0;CR16;0.7825544748816927
22.0;CR16;0.7521927612493535
23.0;CR16;0.7240605992967877
24.0;CR16;0.6979210841633133
25.0;CR16;0.6744739166951939
26.0;CR16;0.6514687363951864
27.0;CR16;0.6309253446653451
28.0;CR16;0.6123946939512014
29.0;CR16;0.5954393423217923
30.0;CR16;0.5806388533122339
31.0;CR16;0.5666997150567221
32.0;CR16;0.554791743428918
33.0;CR16;0.5442949177536587
34.0;CR16;0.5349851083405774
35.0;CR16;0.527436084340293
36.0;CR16;0.5211037274294099
37.0;CR16;0.5161462459532244
38.0;CR16;0.5113206893367802
39.0;CR16;0.5086114415084507
40.0;CR16;0.5061105439129472
41.0;CR16;0.5034283308753816
42.0;CR16;0.5030773650034229
43.0;CR16;0.501880197629559
44.0;CR16;0.5007735246912312
45.0;CR16;0.5004478734295542
46.0;CR16;0.5003346017770758
47.0;CR16;0.5007574685584545
48.0;CR16;0.500174718759183
49.0;CR16;0.4998444093647375
50.0;CR16;0.500106115633469
51.0;CR16;0.5003469737886097
52.0;CR16;0.500091252909913
53.0;CR16;0.4998968781979745
54.0;CR16;0.4999143998700822
55.0;CR16;0.4999472718185241
56.0;CR16;0.5001857441146667
57.0;CR16;0.4998453375271846
58.0;CR16;0.5005396727639878
59.0;CR16;0.5001202131910297
60.0;CR16;0.4967607476663427
61.0;CR16;0.4890310732948082
62.0;CR16;0.4776245408363425
63.0;CR16;0.4630484302419265
64.0;CR16;0.4436424492706978
65.0;CR16;0.4189606296559157
66.0;CR16;0.3909903179218841
67.0;CR16;0.3592589046899206
68.0;CR16;0.322305508263398
69.0;CR16;
70.0;CR16;
71.0;CR16;
72.0;CR16;
73.0;CR16;
74.0;CR16;
75.0;CR16;
76.0;CR16;
77.0;CR16;
78.0;CR16;
79.0;CR16;
80.0;CR16;
81.0;CR16;
82.0;CR16;
83.0;CR16;
84.0;CR16;
85.0;CR16;
86.0;CR16;
87.0;CR16;
88.0;CR16;
89.0;CR16;
90.0;CR16;
91.0;CR16;
92.0;CR16;
93.0;CR16;
94.0;CR16;
95.0;CR16;
96.0;CR16;
97.0;CR16;
98.0;CR16;
99.0;CR16;
100.0;CR16;
101.0;CR16;
102.0;CR16;
103.0;CR16;
104.0;CR16;
105.0;CR16;
106.0;CR16;
107.0;CR16;
108.0;CR16;
109.0;CR16;
110.0;CR16;
4.0;CR21;1.6682394132167488
5.0;CR21;1.6319877843221051
6.0;CR21;1.5946563269348644
7.0;CR21;1.5553262358233704
8.0;CR21;1.5143152613988038
9.0;CR21;1.47176883130478
10.0;CR21;1.4292520763856964
11.0;CR21;1.3861741180035332
12.0;CR21;1.342216580339272
13.0;CR21;1.2997666163112598
14.0;CR21;1.2579948140265589
15.0;CR21;1.21577713566064
16.0;CR21;1.1743880739423656
17.0;CR21;1.1337438942333322
18.0;CR21;1.0942563071899365
19.0;CR21;1.0555125565728545
20.0;CR21;1.0182456181944477
21.0;CR21;0.981749584493272
22.0;CR21;0.9462756966840749
23.0;CR21;0.9129533606229834
24.0;CR21;0.8814480502314006
25.0;CR21;0.8499263283441325
26.0;CR21;0.8206500220194924
27.0;CR21;0.7930814303666741
28.0;CR21;0.7664804219276589
29.0;CR21;0.7419127688858683
30.0;CR21;0.7180425321102583
31.0;CR21;0.6959694493015892
32.0;CR21;0.6752723043517124
33.0;CR21;0.6565433280987716
34.0;CR21;0.6389241833747136
35.0;CR21;0.6219040971528128
36.0;CR21;0.6076188726871415
37.0;CR21;0.5933779111499327
38.0;CR21;0.5810552201566868
39.0;CR21;0.5698476505661377
40.0;CR21;0.5584996240094047
41.0;CR21;0.5495223795951815
42.0;CR21;0.5416920748490809
43.0;CR21;0.5344158607024581
44.0;CR21;0.528573068344893
45.0;CR21;0.5235241203091028
46.0;CR21;0.5188621066183877
47.0;CR21;0.5149830708018611
48.0;CR21;0.5109488166228592
49.0;CR21;0.5088256885376945
50.0;CR21;0.5060889430444631
51.0;CR21;0.5048628039608477
52.0;CR21;0.5036904443858184
53.0;CR21;0.5017631774153992
54.0;CR21;0.5022688358590273
55.0;CR21;0.502075879001294
56.0;CR21;0.5008311456107435
57.0;CR21;0.5011410241828832
58.0;CR21;0.500855953592266
59.0;CR21;0.5001275822479335
60.0;CR21;0.5004473807137768
61.0;CR21;0.5002517161786529
62.0;CR21;0.5007474043747
63.0;CR21;0.5001517955446249
64.0;CR21;0.4999316081377805
65.0;CR21;0.500891086871384
66.0;CR21;0.5014912150731081
67.0;CR21;0.5010136925343449
68.0;CR21;0.500046948350833
69.0;CR21;0.5011828101799172
70.0;CR21;0.5017089666970008
71.0;CR21;0.4976622174532432
72.0;CR21;0.4906725681566278
73.0;CR21;0.4802681380294195
74.0;CR21;0.4648840218612392
75.0;CR21;0.4445785315910787
76.0;CR21;0.4205772346890344
77.0;CR21;0.3923700558672375
78.0;CR21;0.3596722337028376
79.0;CR21;0.3231725706534693
80.0;CR21;
81.0;CR21;
82.0;CR21;
83.0;CR21;
84.0;CR21;
85.0;CR21;
86.0;CR21;
87.0;CR21;
88.0;CR21;
89.0;CR21;
90.0;CR21;
91.0;CR21;
92.0;CR21;
93.0;CR21;
94.0;CR21;
95.0;CR21;
96.0;CR21;
97.0;CR21;
98.0;CR21;
99.0;CR21;
100.0;CR21;
101.0;CR21;
102.0;CR21;
103.0;CR21;
104.0;CR21;
105.0;CR21;
106.0;CR21;
107.0;CR21;
108.0;CR21;
109.0;CR21;
110.0;CR21;
4.0;CR26;1.803556279288016
5.0;CR26;1.777938396885798
6.0;CR26;1.748888566514559
7.0;CR26;1.7168346063111806
8.0;CR26;1.683621031744597
9.0;CR26;1.6488603766908998
10.0;CR26;1.6122148845977533
11.0;CR26;1.57427407993559
12.0;CR26;1.5359509817258064
13.0;CR26;1.4968881248979458
14.0;CR26;1.4586220561006893
15.0;CR26;1.4198805383307986
16.0;CR26;1.3816688106797552
17.0;CR26;1.3433469247275165
18.0;CR26;1.3059094887101077
19.0;CR26;1.269417438500486
20.0;CR26;1.233338805630612
21.0;CR26;1.1971329717262853
22.0;CR26;1.1627108010312843
23.0;CR26;1.128220585447944
24.0;CR26;1.0948881607267005
25.0;CR26;1.063005961723832
26.0;CR26;1.0318525080872671
27.0;CR26;1.001268762113033
28.0;CR26;0.9720253510217296
29.0;CR26;0.9430006146027312
30.0;CR26;0.915293042676075
31.0;CR26;0.8887088296967333
32.0;CR26;0.8635912192150969
33.0;CR26;0.8389525881517562
34.0;CR26;0.8158398696228547
35.0;CR26;0.7933723721249916
36.0;CR26;0.7715165944770258
37.0;CR26;0.7507253949568815
38.0;CR26;0.7314149481566876
39.0;CR26;0.7134058731401419
40.0;CR26;0.6954927545524919
41.0;CR26;0.6784184729984907
42.0;CR26;0.6626021873046494
43.0;CR26;0.6477751453147575
44.0;CR26;0.6330381293177946
45.0;CR26;0.6198709940065757
46.0;CR26;0.6078162114394166
47.0;CR26;0.5960449530620714
48.0;CR26;0.5855207036735317
49.0;CR26;0.5751281322173232
50.0;CR26;0.5658114874844113
51.0;CR26;0.5575199838265023
52.0;CR26;0.5493544131730137
53.0;CR26;0.543036115367869
54.0;CR26;0.5361933581314243
55.0;CR26;0.5305952491548251
56.0;CR26;0.5260953147181265
57.0;CR26;0.5213098853884497
58.0;CR26;0.5168826857632058
59.0;CR26;0.5141445822859809
60.0;CR26;0.5116866223380651
61.0;CR26;0.5092504432164736
62.0;CR26;0.5071468271100392
63.0;CR26;0.505238757226185
64.0;CR26;0.5041021144115562
65.0;CR26;0.50283062246081
66.0;CR26;0.5018223925824307
67.0;CR26;0.5024463349840632
68.0;CR26;0.5018378647841748
69.0;CR26;0.5003667375795547
70.0;CR26;0.5007413110501049
71.0;CR26;0.4994143611590611
72.0;CR26;0.4996122014582285
73.0;CR26;0.499181957957805
74.0;CR26;0.4991950281159992
75.0;CR26;0.4996930639115474
76.0;CR26;0.500113379859479
77.0;CR26;0.4996747328723238
78.0;CR26;0.4995846508851301
79.0;CR26;0.5000417737654759
80.0;CR26;0.5008410293112241
81.0;CR26;0.501249207539341
82.0;CR26;0.4980197595811129
83.0;CR26;0.4940127774449867
84.0;CR26;0.4881719620234425
85.0;CR26;0.4795488475524099
86.0;CR26;0.4683398478937012
87.0;CR26;0.455225610396758
88.0;CR26;0.4398911157135006
89.0;CR26;0.4217624917562693
90.0;CR26;0.4001390556882722
91.0;CR26;
92.0;CR26;
93.0;CR26;
94.0;CR26;
95.0;CR26;
96.0;CR26;
97.0;CR26;
98.0;CR26;
99.0;CR26;
100.0;CR26;
101.0;CR26;
102.0;CR26;
103.0;CR26;
104.0;CR26;
105.0;CR26;
106.0;CR26;
107.0;CR26;
108.0;CR26;
109.0;CR26;
110.0;CR26;
4.0;CR30;1.8566317947761533
5.0;CR30;1.8330482575667784
6.0;CR30;1.808074119717056
7.0;CR30;1.7805504902348428
8.0;CR30;1.7517710759875167
9.0;CR30;1.719085480833718
10.0;CR30;1.68760254249704
11.0;CR30;1.653363166602379
12.0;CR30;1.6184745354657557
13.0;CR30;1.5837132644389067
14.0;CR30;1.5480924123467832
15.0;CR30;1.513471750166097
16.0;CR30;1.47823673487708
17.0;CR30;1.442725922818057
18.0;CR30;1.4084929598903064
19.0;CR30;1.3747719297065752
20.0;CR30;1.340914114169948
21.0;CR30;1.307410465231574
22.0;CR30;1.2754091423445368
23.0;CR30;1.2424762270165637
24.0;CR30;1.211034889683398
25.0;CR30;1.180128677585392
26.0;CR30;1.149263740556887
27.0;CR30;1.119067994784366
28.0;CR30;1.089676251657374
29.0;CR30;1.0614986900632732
30.0;CR30;1.0335569890418794
31.0;CR30;1.0075790066040913
32.0;CR30;0.9818799179176878
33.0;CR30;0.9565138554714242
34.0;CR30;0.9322394089295702
35.0;CR30;0.9089643999089686
36.0;CR30;0.8866805477401174
37.0;CR30;0.8657307519709125
38.0;CR30;0.8446172585396131
39.0;CR30;0.8252356070061745
40.0;CR30;0.8059242401968859
41.0;CR30;0.7878239356525729
42.0;CR30;0.7701944987379327
43.0;CR30;0.7522158502180181
44.0;CR30;0.7351821491922539
45.0;CR30;0.7194708086036692
46.0;CR30;0.7051123286778818
47.0;CR30;0.6902718041324749
48.0;CR30;0.6758800790631186
49.0;CR30;0.6630621536615248
50.0;CR30;0.6498453212310495
51.0;CR30;0.6384418323560593
52.0;CR30;0.6269673741719264
53.0;CR30;0.6173042066471001
54.0;CR30;0.6079011823354782
55.0;CR30;0.5990823911680675
56.0;CR30;0.5911427300710174
57.0;CR30;0.5842958541319743
58.0;CR30;0.5772275561643772
59.0;CR30;0.5718108765211647
60.0;CR30;0.5659571875789001
61.0;CR30;0.5615404508704968
62.0;CR30;0.5590973074194379
63.0;CR30;0.5557847887364235
64.0;CR30;0.553039325707728
65.0;CR30;0.5511139975290259
66.0;CR30;0.5495563216130867
67.0;CR30;0.5481239496392829
68.0;CR30;0.548254886721909
69.0;CR30;0.547558623050402
70.0;CR30;0.5473924168968705
71.0;CR30;0.5484663364437448
